espnId,playerId,playerName,position,passingYards,passingTDs,rushingYards,rushingTDs,receivingYards,receivingTDs,receptions,targets,carries,week,season,epa,yards,tds
4040715,4040715,,,152.0,0,62.0,2,0.0,0,0,0,23,1,2025,3.34,214.0,2
4239934,4239934,,,0.0,0,10.0,0,0.0,0,0,0,0,1,2025,0.1,10.0,0
4241389,4241389,,,0.0,0,0.0,0,110.0,0,7,13,0,1,2025,1.1,110.0,0
3953687,3953687,,,0.0,0,0.0,0,0.0,0,0,0,2,1,2025,0.0,0.0,0
4686273,4686273,,,0.0,0,0.0,0,0.0,0,1,0,0,1,2025,0.0,0.0,0
4426354,4426354,,,0.0,0,0.0,0,30.0,0,3,4,0,1,2025,0.3,30.0,0
4372096,4372096,,,0.0,0,0.0,0,0.0,0,0,1,0,1,2025,0.0,0.0,0
3050478,3050478,,,0.0,0,0.0,0,0.0,0,0,0,1,1,2025,0.0,0.0,0
4039160,4039160,,,0.0,0,0.0,0,1.0,0,1,1,0,1,2025,0.01,1.0,0
4242355,4242355,,,0.0,0,0.0,0,23.0,0,5,6,0,1,2025,0.23,23.0,0
2577417,2577417,,,188.0,0,3.0,0,0.0,0,0,0,34,1,2025,1.9100000000000001,191.0,0
4241478,4241478,,,0.0,0,0.0,0,16.0,0,3,3,0,1,2025,0.16,16.0,0
4045163,4045163,,,0.0,0,53.0,0,-3.0,0,1,1,0,1,2025,0.5,50.0,0
3929630,3929630,,,0.0,0,60.0,1,24.0,0,4,5,0,1,2025,1.44,84.0,1
4431545,4431545,,,0.0,0,26.0,0,0.0,0,0,0,0,1,2025,0.26,26.0,0
4361579,4361579,,,0.0,0,54.0,2,10.0,0,2,3,0,1,2025,1.8399999999999999,64.0,2
4361409,4361409,,,0.0,0,0.0,0,59.0,0,3,3,0,1,2025,0.59,59.0,0
3121023,3121023,,,0.0,0,0.0,0,44.0,0,7,7,0,1,2025,0.44,44.0,0
3676833,3676833,,,0.0,0,9.0,0,18.0,0,2,2,0,1,2025,0.27,27.0,0
4249417,4249417,,,0.0,0,0.0,0,0.0,0,1,2,0,1,2025,0.0,0.0,0
4047646,4047646,,,0.0,0,0.0,0,8.0,0,1,1,0,1,2025,0.08,8.0,0
4360967,4360967,,,0.0,0,0.0,0,0.0,0,0,1,0,1,2025,0.0,0.0,0
3915486,3915486,,,0.0,0,2.0,0,50.0,0,2,2,0,1,2025,0.52,52.0,0
4362921,4362921,,,0.0,0,0.0,0,41.0,0,2,4,0,1,2025,0.41000000000000003,41.0,0
3120348,3120348,,,0.0,0,0.0,0,55.0,0,5,5,0,1,2025,0.55,55.0,0
4689988,4689988,,,0.0,0,0.0,0,0.0,0,0,1,0,1,2025,0.0,0.0,0
4362081,4362081,,,0.0,0,0.0,0,0.0,0,0,0,2,1,2025,0.0,0.0,0
4429025,4429025,,,0.0,0,0.0,0,79.0,2,5,7,0,1,2025,1.99,79.0,2
4685382,4685382,,,0.0,0,48.0,0,13.0,0,2,2,0,1,2025,0.61,61.0,0
3127292,3127292,,,0.0,0,0.0,0,18.0,0,1,1,0,1,2025,0.18,18.0,0
3055899,3055899,,,0.0,0,0.0,0,0.0,0,0,0,3,1,2025,0.0,0.0,0
3139477,3139477,,,258.0,1,57.0,1,0.0,0,1,0,39,1,2025,4.35,315.0,2
4612826,4612826,,,0.0,0,0.0,0,74.0,0,6,9,0,1,2025,0.74,74.0,0
4686612,4686612,,,0.0,0,0.0,0,11.0,0,1,1,0,1,2025,0.11,11.0,0
4361529,4361529,,,0.0,0,25.0,0,3.0,0,2,3,0,1,2025,0.28,28.0,0
4683062,4683062,,,0.0,0,0.0,0,0.0,0,0,1,0,1,2025,0.0,0.0,0
15847,15847,,,0.0,0,0.0,0,47.0,1,2,4,0,1,2025,1.07,47.0,1
4240472,4240472,,,0.0,0,0.0,0,3.0,0,1,1,0,1,2025,0.03,3.0,0
4038941,4038941,,,318.0,3,32.0,0,0.0,0,0,0,34,1,2025,5.3,350.0,3
4362477,4362477,,,0.0,0,3.0,0,0.0,0,0,0,0,1,2025,0.03,3.0,0
3059915,3059915,,,0.0,0,16.0,0,10.0,0,2,3,0,1,2025,0.26,26.0,0
15818,15818,,,0.0,0,0.0,0,68.0,1,7,10,0,1,2025,1.28,68.0,1
4241457,4241457,,,0.0,0,5.0,0,5.0,0,1,1,0,1,2025,0.1,10.0,0
4430870,4430870,,,0.0,0,0.0,0,0.0,0,0,1,0,1,2025,0.0,0.0,0
4241372,4241372,,,0.0,0,0.0,0,99.0,0,10,16,0,1,2025,0.99,99.0,0
