espnId,playerId,playerName,position,passingYards,passingTDs,rushingYards,rushingTDs,receivingYards,receivingTDs,receptions,targets,carries,week,season,epa,yards,tds
4361112,4361112,,,0.0,0,0.0,0,6.0,1,1,1,0,15,2025,0.6599999999999999,6.0,1
3116165,3116165,,,0.0,0,0.0,0,20.0,1,4,5,0,15,2025,0.8,20.0,1
4373626,4373626,,,0.0,0,18.0,0,0.0,0,0,0,0,15,2025,0.18,18.0,0
4567750,4567750,,,0.0,0,0.0,0,64.0,0,4,7,0,15,2025,0.64,64.0,0
4697815,4697815,,,0.0,0,20.0,0,6.0,0,1,1,0,15,2025,0.26,26.0,0
3871102,3871102,,,0.0,0,0.0,0,78.0,0,6,10,0,15,2025,0.78,78.0,0
3150744,3150744,,,0.0,0,0.0,0,0.0,0,0,0,2,15,2025,0.0,0.0,0
4608810,4608810,,,0.0,0,0.0,0,0.0,0,0,1,0,15,2025,0.0,0.0,0
4430807,4430807,,,0.0,0,93.0,1,82.0,0,8,11,0,15,2025,2.35,175.0,1
3052587,3052587,,,277.0,2,1.0,0,0.0,0,0,0,34,15,2025,3.9800000000000004,278.0,2
5097554,5097554,,,0.0,0,0.0,0,0.0,0,1,0,0,15,2025,0.0,0.0,0
4035020,4035020,,,0.0,0,0.0,0,12.0,0,2,2,0,15,2025,0.12,12.0,0
4360248,4360248,,,0.0,0,0.0,0,166.0,3,11,12,0,15,2025,3.46,166.0,3
4912847,4912847,,,0.0,0,0.0,0,0.0,0,1,0,0,15,2025,0.0,0.0,0
3043234,3043234,,,0.0,0,0.0,0,0.0,0,0,0,1,15,2025,0.0,0.0,0
16737,16737,,,0.0,0,0.0,0,132.0,0,6,12,0,15,2025,1.32,132.0,0
4036444,4036444,,,0.0,0,0.0,0,0.0,0,1,0,0,15,2025,0.0,0.0,0
14880,14880,,,373.0,3,0.0,0,0.0,0,1,0,44,15,2025,5.529999999999999,373.0,3
4596448,4596448,,,0.0,0,60.0,0,11.0,0,1,3,0,15,2025,0.71,71.0,0
4430871,4430871,,,0.0,0,7.0,1,0.0,0,0,0,0,15,2025,0.6699999999999999,7.0,1
4430834,4430834,,,0.0,0,0.0,0,38.0,0,2,2,0,15,2025,0.38,38.0,0
4040655,4040655,,,0.0,0,0.0,0,35.0,0,3,6,0,15,2025,0.35000000000000003,35.0,0
4427728,4427728,,,0.0,0,-2.0,0,0.0,0,0,0,0,15,2025,-0.02,-2.0,0
3117256,3117256,,,0.0,0,0.0,0,76.0,1,8,9,0,15,2025,1.3599999999999999,76.0,1
2971573,2971573,,,0.0,0,0.0,0,0.0,0,0,0,5,15,2025,0.0,0.0,0
4431431,4431431,,,0.0,0,11.0,0,0.0,0,0,0,0,15,2025,0.11,11.0,0
4240657,4240657,,,0.0,0,56.0,0,38.0,0,4,4,0,15,2025,0.9400000000000001,94.0,0
4258173,4258173,,,0.0,0,0.0,0,85.0,2,3,4,0,15,2025,2.05,85.0,2
4361307,4361307,,,0.0,0,0.0,0,134.0,2,12,13,0,15,2025,2.54,134.0,2
4426844,4426844,,,0.0,0,0.0,0,3.0,0,1,2,0,15,2025,0.03,3.0,0
4692835,4692835,,,0.0,0,0.0,0,19.0,0,1,3,0,15,2025,0.19,19.0,0
4360761,4360761,,,0.0,0,0.0,0,54.0,1,5,11,0,15,2025,1.1400000000000001,54.0,1
2983509,2983509,,,0.0,0,2.0,0,32.0,0,3,4,0,15,2025,0.34,34.0,0
4426496,4426496,,,0.0,0,0.0,0,22.0,0,3,3,0,15,2025,0.22,22.0,0
4362478,4362478,,,0.0,0,1.0,0,0.0,0,2,3,0,15,2025,0.01,1.0,0
2578570,2578570,,,249.0,3,6.0,0,0.0,0,0,0,40,15,2025,4.35,255.0,3
4429939,4429939,,,0.0,0,101.0,0,17.0,0,2,2,0,15,2025,1.18,118.0,0
4686422,4686422,,,0.0,0,0.0,0,16.0,0,1,2,0,15,2025,0.16,16.0,0
4877706,4877706,,,0.0,0,0.0,0,4.0,0,1,1,0,15,2025,0.04,4.0,0
4432577,4432577,,,260.0,3,10.0,0,0.0,0,0,0,29,15,2025,4.5,270.0,3
2971281,2971281,,,0.0,0,0.0,0,1.0,0,2,2,0,15,2025,0.01,1.0,0
4429059,4429059,,,0.0,0,30.0,0,8.0,0,1,1,0,15,2025,0.38,38.0,0
3116365,3116365,,,0.0,0,0.0,0,18.0,0,2,3,0,15,2025,0.18,18.0,0
3116164,3116164,,,0.0,0,0.0,0,11.0,0,1,2,0,15,2025,0.11,11.0,0
4646773,4646773,,,0.0,0,0.0,0,0.0,0,1,0,0,15,2025,0.0,0.0,0
15795,15795,,,0.0,0,0.0,0,32.0,0,1,1,0,15,2025,0.32,32.0,0
3915511,3915511,,,225.0,0,5.0,0,0.0,0,0,0,39,15,2025,2.3000000000000003,230.0,0
3050481,3050481,,,0.0,0,0.0,0,16.0,0,3,5,0,15,2025,0.16,16.0,0
4690013,4690013,,,0.0,0,0.0,0,32.0,1,2,2,0,15,2025,0.9199999999999999,32.0,1
4596334,4596334,,,0.0,0,66.0,0,0.0,0,0,1,0,15,2025,0.66,66.0,0
4368003,4368003,,,0.0,0,0.0,0,0.0,0,0,1,0,15,2025,0.0,0.0,0
3043078,3043078,,,0.0,0,100.0,0,0.0,0,0,0,0,15,2025,1.0,100.0,0
3116389,3116389,,,0.0,0,42.0,0,1.0,0,1,1,0,15,2025,0.43,43.0,0
3127310,3127310,,,0.0,0,0.0,0,12.0,0,2,2,0,15,2025,0.12,12.0,0
4035671,4035671,,,0.0,0,-3.0,0,0.0,0,0,0,0,15,2025,-0.03,-3.0,0
4362238,4362238,,,0.0,0,53.0,0,37.0,0,7,7,0,15,2025,0.9,90.0,0
4429615,4429615,,,0.0,0,0.0,0,68.0,1,3,5,0,15,2025,1.28,68.0,1
3916387,3916387,,,150.0,2,26.0,0,0.0,0,1,0,12,15,2025,2.96,176.0,2
4690070,4690070,,,0.0,0,0.0,0,16.0,0,1,2,0,15,2025,0.16,16.0,0
4362628,4362628,,,0.0,0,0.0,0,132.0,0,10,16,0,15,2025,1.32,132.0,0
4697745,4697745,,,0.0,0,0.0,0,0.0,0,0,0,1,15,2025,0.0,0.0,0
4569173,4569173,,,0.0,0,50.0,0,27.0,0,3,3,0,15,2025,0.77,77.0,0
