"player_id","player","week","position","stock_value","stock_change","last_game_delta","avg_epa","yards","tds","espnId"
"4047646","A.J. Brown","0","","0.1","0.0","0.0","0.0","0.0","0","4047646"
"13983","A.J. Green","0","","0.0306","0.0","0.0","0.0","0.0","0","13983"
"4362019","A.T. Perry","0","","-0.032","0.0","0.0","0.0","0.0","0","4362019"
"4039000","Aaron Fuller","0","","-0.0052","0.0","0.0","0.0","0.0","0","4039000"
"4032749","Aaron Parker","0","","-0.023","0.0","0.0","0.0","0.0","0","4032749"
"2576491","Adam Humphries","0","","0.0217","0.0","0.0","0.0","0.0","0","2576491"
"16460","Adam Thielen","0","","-0.032","0.0","0.0","0.0","0.0","0","16460"
"4597500","Adonai Mitchell","0","","0.1","0.0","0.0","0.0","0.0","0","4597500"
"4426800","Ahmarean Brown","0","","-0.032","0.0","0.0","0.0","0.0","0","4426800"
"4428532","Ainias Smith","0","","0.0217","0.0","0.0","0.0","0.0","0","4428532"
"4429207","Ajou Ajou","0","","-0.032","0.0","0.0","0.0","0.0","0","4429207"
"17051","Albert Wilson","0","","-0.032","0.0","0.0","0.0","0.0","0","17051"
"4360078","Alec Pierce","0","","0.0395","0.0","0.0","0.0","0.0","0","4360078"
"3128390","Allen Lazard","0","","-0.023","0.0","0.0","0.0","0.0","0","3128390"
"16799","Allen Robinson","0","","-0.023","0.0","0.0","0.0","0.0","0","16799"
"2976499","Amari Cooper","0","","0.0306","0.0","0.0","0.0","0.0","0","2976499"
"4239992","Amari Rodgers","0","","-0.023","0.0","0.0","0.0","0.0","0","4239992"
"4374302","Amon-Ra St. Brown","0","","-0.032","0.0","0.0","0.0","0.0","0","4374302"
"4368003","Andrei Iosivas","0","","-0.0141","0.0","0.0","0.0","0.0","0","4368003"
"5093923","Andrew Armstrong","0","","-0.0141","0.0","0.0","0.0","0.0","0","5093923"
"3050487","Anthony Miller","0","","-0.0141","0.0","0.0","0.0","0.0","0","3050487"
"4371986","Anthony Schwartz","0","","-0.0052","0.0","0.0","0.0","0.0","0","4371986"
"4373266","Antoine Green","0","","0.0127","0.0","0.0","0.0","0.0","0","4373266"
"4361556","Aron Cruickshank","0","","-0.0141","0.0","0.0","0.0","0.0","0","4361556"
"4061956","Ashton Dulin","0","","-0.023","0.0","0.0","0.0","0.0","0","4061956"
"3921564","Auden Tate","0","","-0.0141","0.0","0.0","0.0","0.0","0","3921564"
"4040623","Austin Mack","0","","-0.032","0.0","0.0","0.0","0.0","0","4040623"
"4244856","Austin Trammell","0","","-0.0052","0.0","0.0","0.0","0.0","0","4244856"
"4363409","Austin Watkins Jr.","0","","-0.032","0.0","0.0","0.0","0.0","0","4363409"
"4258586","Avery Davis","0","","-0.023","0.0","0.0","0.0","0.0","0","4258586"
"4571801","Ayir Asante","0","","-0.0052","0.0","0.0","0.0","0.0","0","4571801"
"3921681","Bailey Gaither","0","","0.0038","0.0","0.0","0.0","0.0","0","3921681"
"4035656","Ben Skowronek","0","","-0.032","0.0","0.0","0.0","0.0","0","4035656"
"3917067","Bisi Johnson","0","","-0.0052","0.0","0.0","0.0","0.0","0","3917067"
"4239406","Blake Proehl","0","","0.0485","0.0","0.0","0.0","0.0","0","4239406"
"5083552","Blayne Taylor","0","","-0.0141","0.0","0.0","0.0","0.0","0","5083552"
"16731","Brandin Cooks","0","","-0.023","0.0","0.0","0.0","0.0","0","16731"
"4360438","Brandon Aiyuk","0","","0.0306","0.0","0.0","0.0","0.0","0","4360438"
"4035198","Brandon Johnson","0","","0.0127","0.0","0.0","0.0","0.0","0","4035198"
"4401043","Brandon Lewis","0","","-0.0052","0.0","0.0","0.0","0.0","0","4401043"
"4242490","Braxton Burmeister","0","","0.0038","0.0","0.0","0.0","0.0","0","4242490"
"4259908","Braylon Sanders","0","","-0.0052","0.0","0.0","0.0","0.0","0","4259908"
"4686781","Brenden Rice","0","","0.0127","0.0","0.0","0.0","0.0","0","4686781"
"2972460","Breshad Perriman","0","","-0.0052","0.0","0.0","0.0","0.0","0","2972460"
"5083515","Brevin Easton","0","","-0.0052","0.0","0.0","0.0","0.0","0","5083515"
"4372041","Brian Cobbs","0","","-0.023","0.0","0.0","0.0","0.0","0","4372041"
"4432773","Brian Thomas Jr.","0","","0.0038","0.0","0.0","0.0","0.0","0","4432773"
"4038818","Bryan Edwards","0","","-0.0052","0.0","0.0","0.0","0.0","0","4038818"
"4243261","Bryan Thompson","0","","0.0038","0.0","0.0","0.0","0.0","0","4243261"
"4432705","Bryson Green","0","","-0.032","0.0","0.0","0.0","0.0","0","4432705"
"4427985","Bub Means","0","","-0.0141","0.0","0.0","0.0","0.0","0","4427985"
"4036416","Byron Pringle","0","","0.0038","0.0","0.0","0.0","0.0","0","4036416"
"2973626","C.J. Board","0","","-0.023","0.0","0.0","0.0","0.0","0","2973626"
"4040627","C.J. Saunders","0","","-0.0141","0.0","0.0","0.0","0.0","0","4040627"
"4031033","Cade Johnson","0","","-0.0052","0.0","0.0","0.0","0.0","0","4031033"
"4569507","Cade McDonald","0","","-0.032","0.0","0.0","0.0","0.0","0","4569507"
"4243389","Calvin Austin III","0","","-0.023","0.0","0.0","0.0","0.0","0","4243389"
"4373470","Calvin Jackson","0","","0.0038","0.0","0.0","0.0","0.0","0","4373470"
"3925357","Calvin Ridley","0","","-0.023","0.0","0.0","0.0","0.0","0","3925357"
"5081322","Cam Camper","0","","-0.032","0.0","0.0","0.0","0.0","0","5081322"
"4362794","Cam Johnson","0","","0.0663","0.0","0.0","0.0","0.0","0","4362794"
"3115314","Cam Sims","0","","-0.0141","0.0","0.0","0.0","0.0","0","3115314"
"3139456","Cameron Batson","0","","0.0217","0.0","0.0","0.0","0.0","0","3139456"
"4369863","Cedric Tillman","0","","-0.032","0.0","0.0","0.0","0.0","0","4369863"
"4036335","Cedrick Wilson Jr.","0","","-0.0141","0.0","0.0","0.0","0.0","0","4036335"
"4241389","CeeDee Lamb","0","","0.1","0.0","0.0","0.0","0.0","0","4241389"
