espnId,playerId,playerName,position,passingYards,passingTDs,rushingYards,rushingTDs,receivingYards,receivingTDs,receptions,targets,carries,week,season,epa,yards,tds
4635008,4635008,,,0.0,0,0.0,0,20.0,0,3,4,0,3,2025,0.2,20.0,0
4576069,4576069,,,0.0,0,0.0,0,0.0,0,1,0,0,3,2025,0.0,0.0,0
4365395,4365395,,,0.0,0,0.0,0,4.0,0,1,1,0,3,2025,0.04,4.0,0
3116406,3116406,,,0.0,0,0.0,0,49.0,1,5,10,0,3,2025,1.0899999999999999,49.0,1
4372016,4372016,,,0.0,0,0.0,0,39.0,1,5,6,0,3,2025,0.99,39.0,1
4242433,4242433,,,0.0,0,0.0,0,5.0,0,1,1,0,3,2025,0.05,5.0,0
4372414,4372414,,,0.0,0,11.0,0,30.0,0,2,3,0,3,2025,0.41000000000000003,41.0,0
4429501,4429501,,,0.0,0,0.0,0,0.0,0,0,1,0,3,2025,0.0,0.0,0
4241479,4241479,,,146.0,2,10.0,0,0.0,0,1,0,34,3,2025,2.76,156.0,2
4241476,4241476,,,0.0,0,0.0,0,24.0,0,2,2,0,3,2025,0.24,24.0,0
4047422,4047422,,,0.0,0,0.0,0,13.0,0,1,2,0,3,2025,0.13,13.0,0
4379399,4379399,,,0.0,0,108.0,1,10.0,0,3,3,0,3,2025,1.7799999999999998,118.0,1
3918298,3918298,,,213.0,3,25.0,0,0.0,0,1,0,28,3,2025,4.18,238.0,3
4573699,4573699,,,0.0,0,0.0,0,5.0,1,1,1,0,3,2025,0.65,5.0,1
11122,11122,,,0.0,0,0.0,0,0.0,0,0,0,2,3,2025,0.0,0.0,0
4429160,4429160,,,0.0,0,62.0,0,29.0,0,7,9,0,3,2025,0.91,91.0,0
3915411,3915411,,,0.0,0,13.0,0,8.0,0,1,2,0,3,2025,0.21,21.0,0
4385690,4385690,,,0.0,0,0.0,0,66.0,1,5,6,0,3,2025,1.26,66.0,1
4373678,4373678,,,0.0,0,0.0,0,45.0,1,4,4,0,3,2025,1.05,45.0,1
4711533,4711533,,,0.0,0,38.0,1,0.0,0,0,0,0,3,2025,0.98,38.0,1
4569603,4569603,,,0.0,0,20.0,0,12.0,0,3,5,0,3,2025,0.32,32.0,0
4363538,4363538,,,0.0,0,0.0,0,0.0,0,0,0,3,3,2025,0.0,0.0,0
3886633,3886633,,,0.0,0,0.0,0,0.0,0,1,0,0,3,2025,0.0,0.0,0
4259147,4259147,,,0.0,0,0.0,0,21.0,0,2,3,0,3,2025,0.21,21.0,0
3117251,3117251,,,0.0,0,52.0,0,88.0,0,10,15,0,3,2025,1.4000000000000001,140.0,0
4034949,4034949,,,0.0,0,0.0,0,0.0,0,0,0,3,3,2025,0.0,0.0,0
3059722,3059722,,,0.0,0,0.0,0,25.0,0,2,3,0,3,2025,0.25,25.0,0
4361307,4361307,,,0.0,0,0.0,0,43.0,1,5,8,0,3,2025,1.03,43.0,1
4241464,4241464,,,284.0,1,-1.0,0,0.0,0,0,0,41,3,2025,3.43,283.0,1
