espnId,playerId,playerName,position,passingYards,passingTDs,rushingYards,rushingTDs,receivingYards,receivingTDs,receptions,targets,carries,week,season,epa,yards,tds
4036131,4036131,,,0.0,0,0.0,0,3.0,0,1,2,0,13,2025,0.03,3.0,0
3116365,3116365,,,0.0,0,0.0,0,47.0,0,4,6,0,13,2025,0.47000000000000003,47.0,0
3116164,3116164,,,0.0,0,0.0,0,19.0,0,2,4,0,13,2025,0.19,19.0,0
4696882,4696882,,,0.0,0,0.0,0,0.0,0,0,2,0,13,2025,0.0,0.0,0
4430065,4430065,,,0.0,0,0.0,0,0.0,0,2,0,0,13,2025,0.0,0.0,0
4360939,4360939,,,0.0,0,0.0,0,0.0,0,0,1,0,13,2025,0.0,0.0,0
4241263,4241263,,,0.0,0,0.0,0,17.0,0,1,1,0,13,2025,0.17,17.0,0
4360234,4360234,,,0.0,0,0.0,0,0.0,0,0,0,6,13,2025,0.0,0.0,0
15795,15795,,,0.0,0,0.0,0,25.0,0,2,3,0,13,2025,0.25,25.0,0
4572036,4572036,,,0.0,0,0.0,0,0.0,0,1,0,0,13,2025,0.0,0.0,0
3915511,3915511,,,261.0,2,8.0,0,0.0,0,0,0,46,13,2025,3.8899999999999997,269.0,2
4362139,4362139,,,0.0,0,0.0,0,0.0,0,1,0,0,13,2025,0.0,0.0,0
3050481,3050481,,,0.0,0,0.0,0,14.0,1,1,2,0,13,2025,0.74,14.0,1
4690013,4690013,,,0.0,0,17.0,0,0.0,0,0,0,0,13,2025,0.17,17.0,0
4596334,4596334,,,0.0,0,19.0,1,12.0,0,2,3,0,13,2025,0.9099999999999999,31.0,1
4361050,4361050,,,0.0,0,0.0,0,95.0,0,5,6,0,13,2025,0.9500000000000001,95.0,0
4368003,4368003,,,0.0,0,0.0,0,29.0,1,1,2,0,13,2025,0.8899999999999999,29.0,1
3043078,3043078,,,0.0,0,60.0,1,44.0,0,1,1,0,13,2025,1.6400000000000001,104.0,1
3116389,3116389,,,0.0,0,39.0,0,15.0,0,2,2,0,13,2025,0.54,54.0,0
3127310,3127310,,,0.0,0,3.0,0,14.0,0,1,2,0,13,2025,0.17,17.0,0
4362238,4362238,,,0.0,0,78.0,0,35.0,0,7,7,0,13,2025,1.1300000000000001,113.0,0
4429615,4429615,,,0.0,0,0.0,0,6.0,0,2,7,0,13,2025,0.06,6.0,0
3916387,3916387,,,246.0,0,27.0,0,0.0,0,0,0,32,13,2025,2.73,273.0,0
4690070,4690070,,,0.0,0,0.0,0,22.0,0,2,9,0,13,2025,0.22,22.0,0
4362628,4362628,,,0.0,0,0.0,0,110.0,0,7,14,0,13,2025,1.1,110.0,0
3149687,3149687,,,0.0,0,0.0,0,9.0,0,2,2,0,13,2025,0.09,9.0,0
4036378,4036378,,,234.0,4,4.0,0,0.0,0,1,0,30,13,2025,4.779999999999999,238.0,4
4361432,4361432,,,0.0,0,0.0,0,20.0,1,4,4,0,13,2025,0.8,20.0,1
3120303,3120303,,,0.0,0,0.0,0,3.0,0,1,3,0,13,2025,0.03,3.0,0
4259305,4259305,,,0.0,0,15.0,0,0.0,0,0,1,0,13,2025,0.15,15.0,0
4428850,4428850,,,0.0,0,6.0,0,94.0,2,6,7,0,13,2025,2.2,100.0,2
4379401,4379401,,,0.0,0,0.0,0,0.0,0,0,1,0,13,2025,0.0,0.0,0
4361429,4361429,,,0.0,0,0.0,0,0.0,0,1,0,0,13,2025,0.0,0.0,0
4035538,4035538,,,0.0,0,32.0,1,16.0,0,2,2,1,13,2025,1.08,48.0,1
4374302,4374302,,,0.0,0,0.0,0,0.0,0,0,1,0,13,2025,0.0,0.0,0
4887558,4887558,,,0.0,0,14.0,0,0.0,0,0,0,0,13,2025,0.14,14.0,0
4429795,4429795,,,0.0,0,68.0,0,18.0,0,3,4,0,13,2025,0.86,86.0,0
3049698,3049698,,,0.0,0,0.0,0,4.0,0,1,1,0,13,2025,0.04,4.0,0
4360086,4360086,,,0.0,0,0.0,0,0.0,0,0,1,0,13,2025,0.0,0.0,0
5123663,5123663,,,0.0,0,0.0,0,35.0,1,2,2,0,13,2025,0.95,35.0,1
