Defense.defTD,Defense.defensiveInterceptions,Defense.defensiveInterceptionsYards,Defense.forcedFumbles,Defense.fumbles,Defense.fumblesLost,Defense.fumblesRecovered,Defense.interceptionTDs,Defense.passDeflections,Defense.qbHits,Defense.sacks,Defense.soloTackles,Defense.tfl,Defense.totalTackles,Kicking.kickReturnAvg,Kicking.kickReturnLong,Kicking.kickReturnTD,Kicking.kickReturnYds,Kicking.kickReturns,Passing.int,Passing.passAttempts,Passing.passAvg,Passing.passCompletions,Passing.passTD,Passing.passYds,Passing.qbr,Passing.rtg,Passing.sacked,Punting.puntReturnAvg,Punting.puntReturnLong,Punting.puntReturnTD,Punting.puntReturnYds,Punting.puntReturns,Receiving.longRec,Receiving.recAvg,Receiving.recTD,Receiving.recYds,Receiving.receivingTwoPointConversion,Receiving.receptions,Receiving.targets,Rushing.carries,Rushing.longRush,Rushing.rushAvg,Rushing.rushTD,Rushing.rushYds,SpecialTeams.kickReturnAvg,SpecialTeams.kickReturnLong,SpecialTeams.kickReturnTD,SpecialTeams.kickReturnYds,SpecialTeams.kickReturns,SpecialTeams.puntReturnAvg,SpecialTeams.puntReturnLong,SpecialTeams.puntReturnTD,SpecialTeams.puntReturnYds,SpecialTeams.puntReturns,cbsLongName,fantasyPoints,fantasyPointsDefault.PPR,fantasyPointsDefault.halfPPR,fantasyPointsDefault.standard,gameID,gameWeek,longName,playerAbv,playerID,playerName,scoringPlays,snapCounts.defSnap,snapCounts.defSnapPct,snapCounts.offSnap,snapCounts.offSnapPct,snapCounts.stSnap,snapCounts.stSnapPct,team,teamAbv,teamID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,0,12,,1,2,,,,,,,,,,,,,,,,,,2.2,1.7,1.2,20250823_IND@CIN,,Blayne Taylor,,5083552,,,,,,,,,IND,IND,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.0,0,6,,1,3,,,,,,,,,,,,,,,,,,1.6,1.1,0.6,20230826_SEA@GB,,Cade Johnson,,4031033,,,,,,,,,SEA,SEA,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240817_NYJ@CAR,,Tyler Harrell,,4360818,,,,,,,,,NYJ,NYJ,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,1,5,,1,4,,,,,,,,,,,,,,,,,,7.5,7.0,6.5,20251130_DEN@WSH,,Treylon Burks,,4567156,,"[{""score"": ""Treylon Burks 5 Yd pass from Marcus Mariota (Jake Moody Kick)"", ""scorePeriod"": ""Q3"", ""homeScore"": ""14"", ""awayScore"": ""13"", ""teamID"": ""32"", ""scoreDetails"": ""10 plays, 72 yards, 5:02"", ""scoreType"": ""TD"", ""scoreTime"": ""9:58"", ""team"": ""WSH"", ""playerIDs"": [""2576980"", ""4567156"", ""4372066""]}]",0,0.00,59,0.66,0,0.00,WSH,WSH,32
,,,,,,,,,,,,,,21.0,21,0,21,1,,,,,,,,,,,,,,,35,16.0,0,48,,3,3,,,,,,,,,,,,,,,,,,7.8,6.3,4.8,20240824_MIN@PHI,,Griffin Hebert,,4239691,,,,,,,,,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_BUF@PIT,,Ben Skowronek,,4035656,,,0,0.00,4,0.09,13,0.65,PIT,PIT,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.3,0,16,,3,4,,,,,,,,,,,,,,,,,,4.6,3.1,1.6,20250816_CLE@PHI,,Taylor Morin,,4567044,,,,,,,,,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,0,5,,1,1,,,,,,,,,,,,,,,,,,1.5,1.0,0.5,20250823_JAX@MIA,,Darius Lassiter,,5083198,,,,,,,,,JAX,JAX,15
0,0,,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,8,8.0,0,8,,1,3,,,,,,,,,,,,,,,,,,1.8,1.3,0.8,20250823_IND@CIN,,Landon Parker,,4370170,,,,,,,,,IND,IND,14
,0,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,21.0,41,0,63,3,25,13.5,0,54,,4,7,,,,,,,,,,,,,,,,,,9.4,7.4,5.4,20250822_PHI@NYJ,,Jamaal Pritchett,,4892576,,,,,,,,,NYJ,NYJ,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8.7,0,26,,3,4,,,,,,,,,,,,,,,,,,5.6,4.1,2.6,20251130_SF@CLE,,Jerry Jeudy,,4241463,,,0,0.00,53,0.84,0,0.00,CLE,CLE,8
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,3,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20220812_ATL@DET,,Tyshaun James,T. James,4251826,Tyshaun James,,,,,,,,ATL,ATL,2
0,0,,0,,,,,0,0,0,2,0,2,47.0,47,0,47,1,,,,,,,,,,,,,,,20,10.5,0,63,,6,7,,,,,,,,,,,,,,,,,,12.3,9.3,6.3,20250823_HOU@DET,,Cornell Powell,,4035465,,,,,,,,,HOU,HOU,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20220820_LV@MIA,,Mohamed Sanu,M. Sanu,14922,Mohamed Sanu,,,,,,,,MIA,MIA,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7.0,0,14,,2,4,,,,,,,,,,,,,,,,,,3.4,2.4,1.4,20220826_NE@LV,,Dillon Stoner,D. Stoner,4038460,Dillon Stoner,,,,,,,,LV,LV,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,20.0,1,80,,4,10,1,3,3.0,0,3,,,,,,,,,,,,,18.3,16.3,14.3,20251127_GB@DET,,Christian Watson,,4248528,,"[{""score"": ""Christian Watson 51 Yd pass from Jordan Love (Brandon McManus Kick)"", ""scorePeriod"": ""Q3"", ""homeScore"": ""14"", ""awayScore"": ""24"", ""teamID"": ""12"", ""scoreDetails"": ""2 plays, 51 yards, 0:37"", ""scoreType"": ""TD"", ""scoreTime"": ""10:31"", ""team"": ""GB"", ""playerIDs"": [""4036378"", ""4248528"", ""16339""]}]",0,0.00,46,0.73,0,0.00,GB,GB,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14.0,0,14,,1,3,,,,,,,,,,,,,,,,,,2.4,1.9,1.4,20240825_ARI@DEN,,Daylen Baldwin,,4262900,,,,,,,,,ARI,ARI,1
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240824_BAL@GB,,Isaiah Washington,,4574730,,,,,,,,,BAL,BAL,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19,0,19,1,6,5.5,1,11,,2,3,,,,,,,,,,,19.0,19,0,19,1,,,9.1,8.1,7.1,20220828_NYG@NYJ,,Calvin Jackson,C. Jackson,4373470,Calvin Jackson,"[{""score"": ""Calvin Jackson 5 Yd pass from Chris Streveler (Greg Zuerlein Kick)"", ""scorePeriod"": ""Q4"", ""homeScore"": ""31"", ""awayScore"": ""27"", ""teamID"": ""25"", ""scoreDetails"": ""10 plays, 76 yards, 1:40"", ""scoreType"": ""TD"", ""scoreTime"": ""0:22"", ""team"": ""NYJ"", ""playerIDs"": [""3040206"", ""4373470"", ""14993""]}]",,,,,,,NYJ,NYJ,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.0,0,16,,2,2,,,,,,,,,,,,,,,,,,3.6,2.6,1.6,20220811_TEN@BAL,,Brandon Lewis,B. Lewis,4401043,Brandon Lewis,,,,,,,,TEN,TEN,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,0,5,,1,1,,,,,,,,,,,,,,,,,,1.5,1.0,0.5,20220826_LAC@NO,,Dai'Jean Dixon,D. Dixon,4250864,Dai'Jean Dixon,,,,,,,,NO,NO,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,2,10,8.5,0,17,,,,,,,,,,,,,1.7,1.7,1.7,20230826_NYJ@NYG,,Kalil Pimpleton,,4240866,,,,,,,,,NYG,NYG,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251127_GB@DET,,Amon-Ra St. Brown,,4374302,,,0,0.00,4,0.06,0,0.00,DET,DET,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20241110_DEN@KC,,Justyn Ross,,4360306,,,0,0.00,7,0.10,0,0.00,KC,KC,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.0,0,4,,1,3,,,,,,,,,,,,,,,,,,1.4,0.9,0.4,20250126_WSH@PHI,,Jamison Crowder,,2576716,,,0,0.00,23,0.29,2,0.07,WSH,WSH,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_DEN@WSH,,Chris Moore,,2576581,,,0,0.00,25,0.28,2,0.07,WSH,WSH,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16.0,0,16,,1,2,,,,,,,,,,,,,,,,,,2.6,2.1,1.6,20220825_GB@KC,,Travis Fulgham,T. Fulgham,3139522,Travis Fulgham,,,,,,,,GB,GB,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_BUF@PIT,,Tyrell Shavers,,4241476,,,0,0.00,45,0.61,12,0.60,BUF,BUF,4
,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,9.5,14,0,19,2,3,3.0,0,3,,1,1,,,,,,,,,,,,,,,,,,0.3,-0.2,-0.7,20251123_PHI@DAL,,Xavier Gipson,,4427278,,,0,0.00,3,0.05,8,0.28,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20230811_WSH@CLE,,Jalen Sample,,4608294,,,,,,,,,WAS,WAS,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,0,11,,1,2,,,,,,,,,,,,,,,,,,2.1,1.6,1.1,20251130_LV@LAC,,Dont'e Thornton Jr.,,4432775,,,0,0.00,14,0.29,0,0.00,LV,LV,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20221218_ATL@NO,,Jarvis Landry,,16790,,,0,0.00,19,0.35,0,0.00,NO,NO,23
,,,,,,,,,,,,,,19.0,19,0,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19,0,19,1,,,,,,,,0.0,0.0,0.0,20221106_GB@DET,,Brandon Zylstra,B. Zylstra,4294520,Brandon Zylstra,,0,0.00,0,0.00,5,0.38,DET,DET,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,11,0,19,2,7,3.5,0,7,,2,3,,,,,,,,,,,,,,,,,,2.7,1.7,0.7,20240824_BAL@GB,,Dimitri Stanley,,4360649,,,,,,,,,GB,GB,12
,,,,,,,,,,,,,,29.0,36,0,58,2,,,,,,,,,,,,,,,10,6.7,0,20,,3,4,1,-1,-1.0,0,-1,,,,,,,,,,,,,4.9,3.4,1.9,20251130_NO@MIA,,Mason Tipton,,4573697,,,0,0.00,61,0.85,6,0.24,NO,NO,23
,,,,,,,,,,,,,,37.5,38,0,75,2,,,,,,,,,,,,,,,13,13.0,0,13,,1,1,,,,,,,,,,,,,,,,,,2.3,1.8,1.3,20250823_BUF@TB,,Laviska Shenault Jr.,,4243160,,,,,,,,,BUF,BUF,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,0,12,,1,1,,,,,,,,,,,,,,,,,,2.2,1.7,1.2,20250821_PIT@CAR,,Jacolby George,,4567784,,,,,,,,,CAR,CAR,5
,,,,,,,,,,,,,,32.0,32,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240823_SF@LV,,Tulu Griffin,,4429153,,,,,,,,,LV,LV,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.0,0,9,,1,2,,,,,,,,,,,,,,,,,,1.9,1.4,0.9,20230101_PIT@BAL,,DeSean Jackson,,11283,,,0,0.00,18,0.35,0,0.00,BAL,BAL,3
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,17,10.5,0,21,,2,3,,,,,,,,,,,,,,,,,,4.1,3.1,2.1,20251130_DEN@WSH,,Troy Franklin,,4431280,,,0,0.00,37,0.53,0,0.00,DEN,DEN,10
,,,,,,,,,,,,,,29.3,30,0,88,3,,,,,,,,,,18.0,18,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_LV@LAC,,Derius Davis,,4362477,,,0,0.00,1,0.01,7,0.32,LAC,LAC,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.0,0,7,,1,5,,,,,,,,,,,,,,,,,,1.7,1.2,0.7,20250823_LAC@SF,,Brenden Rice,,4686781,,,,,,,,,LAC,LAC,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.2,0,51,,5,7,,,,,,,,,,,,,,,,,,10.1,7.6,5.1,20250822_PHI@NYJ,,Terrace Marshall Jr.,,4362630,,,,,,,,,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9.6,0,48,,5,8,,,,,,,,,,,,,,,,,,9.8,7.3,4.8,20251128_CHI@PHI,,DeVonta Smith,,4241478,,,0,0.00,51,0.94,0,0.00,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,0,12,,1,2,,,,,,,,,,,,,,,,,,2.2,1.7,1.2,20250823_IND@CIN,,Rashod Owens,,4430577,,,,,,,,,CIN,CIN,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12.5,0,25,,2,5,,,,,,,,,,,,,,,,,,4.5,3.5,2.5,20251130_ATL@NYJ,,Darnell Mooney,,4040655,,,0,0.00,66,0.96,0,0.00,ATL,ATL,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.0,0,7,,1,1,,,,,,,,,,,,,,,,,,1.7,1.2,0.7,20240824_CAR@BUF,,Sam Pinckney,,4361915,,,,,,,,,CAR,CAR,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_ATL@NYJ,,Tyler Johnson,,2310331,,,0,0.00,1,0.02,0,0.00,NYJ,NYJ,25
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,18,10.3,0,41,,4,4,,,,,,,,,,,,,,,,,,8.1,6.1,4.1,20250822_MIN@TEN,,Jeshaun Jones,,4360637,,,,,,,,,MIN,MIN,21
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251123_SEA@TEN,,Mason Kinsey,,4057082,,,0,0.00,8,0.11,20,0.77,TEN,TEN,31
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,24,19.5,0,39,,2,5,,,,,,,,,,,,,,,,,,5.9,4.9,3.9,20251130_HOU@IND,,Xavier Hutchinson,,4686422,,,0,0.00,42,0.55,8,0.36,HOU,HOU,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20231015_PHI@NYJ,,Devon Allen,,3052083,,,0,0.00,0,0.00,12,0.55,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251127_CIN@BAL,,LaJohntay Wester,,4690143,,,0,0.00,5,0.08,3,0.11,BAL,BAL,3
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250816_CAR@HOU,,Xavier Johnson,,4385430,,,,,,,,,HOU,HOU,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,0,33,,3,3,,,,,,,,,,,,,,,,,,6.3,4.8,3.3,20251201_NYG@NE,,DeMario Douglas,,4427095,,,0,0.00,22,0.34,0,0.00,NE,NE,22
,0,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7.3,0,22,,3,3,,,,,,,,,,,,,,,,,,5.2,3.7,2.2,20240115_PHI@TB,,Julio Jones,,13982,,,0,0.00,17,0.29,0,0.00,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16.0,0,16,,1,2,,,,,,,,,,,,,,,,,,2.6,2.1,1.6,20251130_NO@MIA,,Cedrick Wilson Jr.,,4036335,,,0,0.00,10,0.17,1,0.04,MIA,MIA,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20221124_BUF@DET,,Tanner Gentry,,3043841,,,0,0.00,2,0.03,0,0.00,BUF,BUF,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_LAR@CAR,,Jordan Whittington,,4569382,,,0,0.00,18,0.35,15,0.62,LAR,LAR,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,20.0,0,40,,2,2,,,,,,,,,,,,,,,,,,6.0,5.0,4.0,20230826_CLE@KC,,Ty Fryfogle,,4258238,,,,,,,,,KC,KC,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,3,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20230819_NE@GB,,Tre Nixon,,4047648,,,,,,,,,NE,NE,22
,0,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,1,8,7.0,0,21,,3,4,,,,,,,,,,,,,,,,,,5.1,3.6,2.1,20240824_CLE@SEA,,Easop Winston Jr.,,4245174,,,,,,,,,SEA,SEA,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20220811_TEN@BAL,,Josh Malone,J. Malone,3115330,Josh Malone,,,,,,,,TEN,TEN,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.3,0,13,,3,3,,,,,,,,,,,,,,,,,,4.3,2.8,1.3,20240808_DET@NYG,,Antoine Green,,4373266,,,,,,,,,DET,DET,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,0,11,,1,2,,,,,,,,,,,,,,,,,,2.1,1.6,1.1,20250816_ARI@DEN,,Joaquin Davis,,4696907,,,,,,,,,DEN,DEN,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.0,0,16,,2,5,,,,,,,,,,,,,,,,,,3.6,2.6,1.6,20220804_LV@JAX,,,J. Veasy,4035853,Jordan Veasy,,,,,,,,LV,LV,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250823_LV@ARI,,Bryson Green,,4432705,,,,,,,,,ARI,ARI,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,0,5,,1,1,,,,,,,,,,,,,,,,,,1.5,1.0,0.5,20250822_CHI@KC,,Elijhah Badger,,4429184,,,,,,,,,KC,KC,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251123_JAX@ARI,,Dyami Brown,,4361577,,,0,0.00,4,0.06,0,0.00,JAX,JAX,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,10.8,0,65,,6,9,1,-6,-6.0,0,-6,,,,,,,,,,,,,11.9,8.9,5.9,20250822_ATL@DAL,,Chris Blair,,4369886,,,,,,,,,ATL,ATL,2
,,,,,,,,,,,,,,17.5,18,0,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240817_BUF@PIT,,Andy Isabella,,3914328,,,,,,,,,BUF,BUF,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251127_GB@DET,,Malik Heath,,4689334,,,0,0.00,11,0.17,5,0.21,GB,GB,12
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20220820_SF@MIN,,Albert Wilson,A. Wilson,17051,Albert Wilson,,,,,,,,MIN,MIN,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,0,5,,1,1,,,,,,,,,,,,,,,,,,1.5,1.0,0.5,20220812_NYJ@PHI,,Lance Lenoir,L. Lenoir,3049249,Lance Lenoir,,,,,,,,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7.0,0,14,,2,3,1,1,1.0,0,1,,,,,,,,,,,,,3.5,2.5,1.5,20250817_JAX@NO,,Joshua Cephus,,4426893,,,,,,,,,JAX,JAX,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8.3,1,33,,4,4,,,,,,,,,,,,,,,,,,13.3,11.3,9.3,20250823_DEN@NO,,Kyrese Rowan,,4574860,,"[{""score"": ""Kyrese Rowan 5 Yd pass from Sam Ehlinger (Two-Point Pass Conversion Failed)"", ""scorePeriod"": ""Q4"", ""homeScore"": ""19"", ""awayScore"": ""28"", ""teamID"": ""10"", ""scoreDetails"": ""11 plays, 74 yards, 4:55"", ""scoreType"": ""TD"", ""scoreTime"": ""2:14"", ""team"": ""DEN"", ""playerIDs"": [""4241820"", ""4574860""]}]",,,,,,,DEN,DEN,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,24.3,0,73,,3,6,,,,,,,,,,,,,,,,,,10.3,8.8,7.3,20250807_CIN@PHI,,Johnny Wilson,,4686104,,,,,,,,,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15.0,0,15,,1,1,,,,,,,,,,,,,,,,,,2.5,2.0,1.5,20251130_JAX@TEN,,Xavier Restrepo,,4431353,,,0,0.00,11,0.19,1,0.04,TEN,TEN,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.5,0,17,,2,2,,,,,,,,,,,,,,,,,,3.7,2.7,1.7,20250823_LV@ARI,,Nate McCollum,,4432387,,,,,,,,,ARI,ARI,1
,0,,0,0,0,1,,,,,,,,23.6,26,0,118,5,,,,,,,,,,,,,,,19,14.0,0,28,,2,2,3,25,11.0,0,33,,,,,,,,,,,,,8.1,7.1,6.1,20251127_KC@DAL,,KaVontae Turpin,,3676833,,,0,0.00,26,0.36,10,0.36,DAL,DAL,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,0,11,,1,3,,,,,,,,,,,,,,,,,,2.1,1.6,1.1,20250815_TEN@ATL,,DJ Chark,,3115394,,,,,,,,,ATL,ATL,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7.7,0,23,,3,3,,,,,,,,,,,,,,,,,,5.3,3.8,2.3,20220826_LAC@NO,,Trevon Bradford,T. Bradford,4042807,Trevon Bradford,,,,,,,,LAC,LAC,18
,0,,0,1,0,1,,,,,,,,45.0,45,0,45,1,,,,,,,,,,15.7,17,0,47,3,6,6.0,0,6,,1,4,,,,,,,,,,,15.7,17,0,47,3,,,1.6,1.1,0.6,20220825_GB@KC,,Corey Coleman,C. Coleman,2978929,Corey Coleman,,,,,,,,KC,KC,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16.0,0,16,,1,3,,,,,,,,,,,,,,,,,,2.6,2.1,1.6,20250823_IND@CIN,,Cole Burgess,,5192448,,,,,,,,,CIN,CIN,7
,,,,,,,,,,,,,,24.5,30,0,49,2,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251102_LAC@TEN,,KeAndre Lambert-Smith,,4430870,,,0,0.00,5,0.08,7,0.24,LAC,LAC,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,11.3,0,34,,3,3,,,,,,,,,,,,,,,,,,6.4,4.9,3.4,20240825_TEN@NO,,Stanley Morgan Jr.,,3699902,,,,,,,,,NO,NO,23
0,0,,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20221127_CIN@TEN,,Cody Hollister,,3115443,Cody Hollister,,0,0.00,4,0.07,14,0.47,TEN,TEN,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251128_CHI@PHI,,Devin Duvernay,,4039050,,,0,0.00,0,0.00,14,0.58,CHI,CHI,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16.0,0,16,,1,2,,,,,,,,,,,,,,,,,,2.6,2.1,1.6,20240811_DAL@LAR,,David Durden,,4370374,,,,,,,,,DAL,DAL,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12.5,0,25,,2,3,,,,,,,,,,,,,,,,,,4.5,3.5,2.5,20251127_CIN@BAL,,DeAndre Hopkins,,15795,,,0,0.00,23,0.38,0,0.00,BAL,BAL,3
,,,,,,,,,,,,,,23.5,24,0,47,2,,,,,,,,,,6.0,7,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_NO@MIA,,Dante Pettis,,3127306,,,0,0.00,3,0.04,9,0.36,NO,NO,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,0,14,,2,3,,,,,,,,,,,,,,,,,,3.4,2.4,1.4,20251130_SF@CLE,,Ricky Pearsall,,4428209,,,0,0.00,58,0.87,0,0.00,SF,SF,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,0,5,,1,1,,,,,,,,,,,,,,,,,,1.5,1.0,0.5,20231015_DET@TB,,Marvin Jones Jr.,,15072,,,0,0.00,20,0.29,0,0.00,DET,DET,11
,,,,,,,,,,,,,,24.0,24,0,24,1,,,,,,,,,,23.0,66,0,69,3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_SF@CLE,,Skyy Moore,,4430191,,,0,0.00,0,0.00,6,0.29,SF,SF,28
