Defense.defTD,Defense.defensiveInterceptions,Defense.defensiveInterceptionsYards,Defense.forcedFumbles,Defense.fumbles,Defense.fumblesLost,Defense.fumblesRecovered,Defense.interceptionTDs,Defense.passDeflections,Defense.qbHits,Defense.sacks,Defense.soloTackles,Defense.tfl,Defense.totalTackles,Kicking.kickReturnAvg,Kicking.kickReturnLong,Kicking.kickReturnTD,Kicking.kickReturnYds,Kicking.kickReturns,Passing.int,Passing.passAttempts,Passing.passAvg,Passing.passCompletions,Passing.passTD,Passing.passYds,Passing.qbr,Passing.rtg,Passing.sacked,Punting.puntReturnAvg,Punting.puntReturnLong,Punting.puntReturnTD,Punting.puntReturnYds,Punting.puntReturns,Receiving.longRec,Receiving.recAvg,Receiving.recTD,Receiving.recYds,Receiving.receivingTwoPointConversion,Receiving.receptions,Receiving.targets,Rushing.carries,Rushing.longRush,Rushing.rushAvg,Rushing.rushTD,Rushing.rushYds,SpecialTeams.kickReturnAvg,SpecialTeams.kickReturnLong,SpecialTeams.kickReturnTD,SpecialTeams.kickReturnYds,SpecialTeams.kickReturns,SpecialTeams.puntReturnAvg,SpecialTeams.puntReturnLong,SpecialTeams.puntReturnTD,SpecialTeams.puntReturnYds,SpecialTeams.puntReturns,cbsLongName,fantasyPoints,fantasyPointsDefault.PPR,fantasyPointsDefault.halfPPR,fantasyPointsDefault.standard,gameID,gameWeek,longName,playerAbv,playerID,playerName,scoringPlays,snapCounts.defSnap,snapCounts.defSnapPct,snapCounts.offSnap,snapCounts.offSnapPct,snapCounts.stSnap,snapCounts.stSnapPct,team,teamAbv,teamID
,,,,,,,,,,,,,,18.0,18,0,18,1,,,,,,,,,,,,,,,8,8.0,0,8,,1,2,,,,,,,,,,,,,,,,,,1.8,1.3,0.8,20250822_ATL@DAL,,Jesse Matthews,,4379569,,,,,,,,,ATL,ATL,2
,,,,,,,,,,,,,,21.0,26,0,63,3,,,,,,,,,,,,,,,19,11.5,0,23,,2,2,1,5,5.0,0,5,,,,,,,,,,,,,4.8,3.8,2.8,20251130_ATL@NYJ,,Deven Thompkins,,4374187,,,0,0.00,9,0.13,5,0.15,ATL,ATL,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251013_CHI@WSH,,Tay Martin,,4245144,,,0,0.00,7,0.11,13,0.52,WSH,WSH,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.7,0,17,,3,5,,,,,,,,,,,,,,,,,,4.7,3.2,1.7,20250823_BAL@WSH,,Xavier Guillory,,4695910,,,,,,,,,BAL,BAL,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,0,12,,1,3,,,,,,,,,,,,,,,,,,2.2,1.7,1.2,20230115_BAL@CIN,,Sammy Watkins,,16725,,,0,0.00,47,0.68,0,0.00,BAL,BAL,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20241027_NO@LAC,,Equanimeous St. Brown,,3932442,,,0,0.00,34,0.47,1,0.03,NO,NO,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8,0,8,1,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250821_NE@NYG,,Jordan Bly,,4687373,,,,,,,,,NYG,NYG,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.0,0,9,,1,1,,,,,,,,,,,,,,,,,,1.9,1.4,0.9,20230819_DEN@SF,,Dazz Newsome,,4240661,,,,,,,,,SF,SF,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.7,0,20,,3,3,,,,,,,,,,,,,,,,,,5.0,3.5,2.0,20251130_LV@LAC,,Tre Tucker,,4428718,,,0,0.00,46,0.96,0,0.00,LV,LV,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.0,0,9,,1,2,,,,,,,,,,,,,,,,,,1.9,1.4,0.9,20231112_NO@MIN,,Michael Thomas,,2976316,,,0,0.00,2,0.03,0,0.00,NO,NO,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.3,0,19,,3,4,,,,,,,,,,,,,,,,,,4.9,3.4,1.9,20240823_SF@LV,,Jalen Guyton,,3932430,,,,,,,,,LV,LV,17
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250823_BUF@TB,,Jacob Harris,,3932144,,,,,,,,,TB,TB,30
