,avg_epa,avg_cpoe,plays
20,0.2985855851854597,10.06320081438337,224
18,0.27332626070295063,3.785829544067383,224
38,0.2723442815965222,6.068612047421035,186
23,0.25774064704553407,4.75234666511194,268
53,0.2241955096905048,1.633786128117488,260
34,0.2241829059742115,8.665059407552084,216
56,0.2188585385754334,8.121401658698694,201
45,0.21571016741228533,7.52820484058277,111
51,0.19125155120970233,2.2553937708436265,253
2,0.16166156726879077,3.8832736172518887,182
