"player_id","player","week","position","stock_value","stock_change","last_game_delta","avg_epa","yards","tds","espnId"
"C.Williams","C.Williams","2","","-0.0772","-0.0719","-0.07665","-0.0284","0.0","0",""
"C.Williams","C.Williams","3","","0.015","0.0922","-0.0048","0.6421","0.0","0",""
"C.Williams","C.Williams","4","","0.2929","0.2779","0.29337","-0.0287","0.0","0",""
"C.Williams","C.Williams","6","","0.0014","-0.2915","-0.00495","0.0993","0.0","0",""
"C.Williams","C.Williams","7","","0.0572","0.0558","0.05196","0.0796","0.0","0",""
"D.Gabriel","D.Gabriel","2","","0.0348","0.0","0.0","1.1407","0.0","0","4427238"
"D.Gabriel","D.Gabriel","4","","0.4789","0.4441","0.5151","-1.2131","0.0","0","4427238"
"D.Gabriel","D.Gabriel","5","","-0.5351","-1.014","-0.53163","-0.0651","0.0","0","4427238"
"D.Gabriel","D.Gabriel","6","","-0.0352","0.4999","-0.02115","-0.2393","0.0","0","4427238"
"D.Gabriel","D.Gabriel","7","","-0.0956","-0.0604","-0.09858","0.0425","0.0","0","4427238"
"D.Henry","D.Henry","3","","-0.0135","0.0","0.0","-0.4591","0.0","0","3046439"
"D.Jones","D.Jones","1","","0.0135","0.0","0.0","0.4333","0.0","0",""
"D.Jones","D.Jones","2","","0.2103","0.1968","0.20049","0.313","0.0","0",""
"D.Jones","D.Jones","3","","0.1605","-0.0498","0.147","0.4327","0.0","0",""
"D.Jones","D.Jones","4","","0.1976","0.0371","0.20025","-0.1033","0.0","0",""
"D.Jones","D.Jones","5","","-0.0144","-0.212","-0.0381","0.3862","0.0","0",""
"D.Jones","D.Jones","6","","0.1855","0.1999","0.17958","0.0919","0.0","0",""
"D.Jones","D.Jones","7","","0.074","-0.1115","0.04869","0.4128","0.0","0",""
"D.Lock","D.Lock","3","","-0.0086","0.0","0.0","-0.2976","0.0","0","3924327"
"D.Maye","D.Maye","1","","0.0002","0.0","0.0","-0.0065","0.0","0","4431452"
"D.Maye","D.Maye","2","","0.0227","0.0225","0.00492","0.5766","0.0","0","4431452"
"D.Maye","D.Maye","3","","0.2656","0.2429","0.26421","0.0336","0.0","0","4431452"
"D.Maye","D.Maye","4","","0.0555","-0.2101","0.02277","1.0709","0.0","0","4431452"
"D.Maye","D.Maye","5","","0.4922","0.4367","0.48405","0.1287","0.0","0","4431452"
"D.Maye","D.Maye","6","","0.1043","-0.3879","0.06504","0.6447","0.0","0","4431452"
"D.Maye","D.Maye","7","","0.3167","0.2124","0.29451","0.361","0.0","0","4431452"
"D.Mills","D.Mills","5","","0.0114","0.0","0.0","0.1822","0.0","0",""
"D.Montgomery","D.Montgomery","5","","0.0832","0.0","0.0","1.3731","0.0","0",""
"D.Prescott","D.Prescott","1","","0.0019","0.0","0.0","0.0487","0.0","0","2577417"
"D.Prescott","D.Prescott","2","","0.0354","0.0335","0.02946","0.1836","0.0","0","2577417"
"D.Prescott","D.Prescott","3","","0.0886","0.0532","0.08946","-0.0441","0.0","0","2577417"
"D.Prescott","D.Prescott","4","","0.0051","-0.0835","-0.01179","0.5471","0.0","0","2577417"
"D.Prescott","D.Prescott","5","","0.2753","0.2702","0.25113","0.395","0.0","0","2577417"
"D.Prescott","D.Prescott","6","","0.2154","-0.0599","0.18345","0.5219","0.0","0","2577417"
"D.Prescott","D.Prescott","7","","0.2543","0.0389","0.23991","0.232","0.0","0","2577417"
"G.Smith","G.Smith","1","","0.0123","0.0","0.0","0.3933","0.0","0",""
"G.Smith","G.Smith","2","","0.168","0.1557","0.18273","-0.5015","0.0","0",""
"G.Smith","G.Smith","3","","-0.2043","-0.3723","-0.21519","0.3497","0.0","0",""
"G.Smith","G.Smith","4","","0.15","0.3543","0.16335","-0.4578","0.0","0",""
"G.Smith","G.Smith","5","","-0.2119","-0.3619","-0.19578","-0.2726","0.0","0",""
"G.Smith","G.Smith","6","","-0.1116","0.1003","-0.1134","0.0228","0.0","0",""
"G.Smith","G.Smith","7","","-0.0162","0.0954","0.01794","-0.5712","0.0","0",""
"J.Allen","J.Allen","1","","0.009","0.0","0.0","0.2847","0.0","0",""
"J.Allen","J.Allen","2","","0.1322","0.1232","0.1344","-0.0864","0.0","0",""
"J.Allen","J.Allen","3","","-0.0195","-0.1517","-0.03063","0.355","0.0","0",""
"J.Allen","J.Allen","4","","0.172","0.1915","0.16569","0.1967","0.0","0",""
"J.Allen","J.Allen","5","","0.1077","-0.0643","0.09528","0.1987","0.0","0",""
"J.Allen","J.Allen","6","","0.0822","-0.0255","0.09618","-0.2389","0.0","0",""
"J.Brissett","J.Brissett","5","","-0.0466","0.0","0.0","-0.7791","0.0","0","2578570"
"J.Brissett","J.Brissett","6","","-0.3301","-0.2835","-0.33867","0.136","0.0","0","2578570"
"J.Brissett","J.Brissett","7","","0.0702","0.4003","0.06831","0.0247","0.0","0","2578570"
"J.Browning","J.Browning","2","","-0.0015","0.0","0.0","-0.0613","0.0","0","3886812"
"J.Browning","J.Browning","3","","-0.0518","-0.0503","-0.01941","-1.0858","0.0","0","3886812"
"J.Browning","J.Browning","4","","-0.4858","-0.434","-0.47505","-0.3698","0.0","0","3886812"
"J.Browning","J.Browning","5","","-0.1688","0.317","-0.15663","-0.2087","0.0","0","3886812"
"J.Burrow","J.Burrow","1","","0.0","0.0","0.0","-0.0128","0.0","0","3915511"
"J.Burrow","J.Burrow","2","","0.003","0.003","0.00216","0.0129","0.0","0","3915511"
"J.Daniels","J.Daniels","1","","0.0016","0.0","0.0","0.0414","0.0","0","4426348"
"J.Daniels","J.Daniels","2","","0.0214","0.0198","0.02622","-0.1725","0.0","0","4426348"
"J.Daniels","J.Daniels","5","","-0.0372","-0.0586","-0.06888","0.5188","0.0","0","4426348"
"J.Daniels","J.Daniels","6","","0.2523","0.2895","0.2385","0.2219","0.0","0","4426348"
"J.Daniels","J.Daniels","7","","0.0921","-0.1602","0.1065","-0.2451","0.0","0","4426348"
"J.Dart","J.Dart","4","","-0.0051","0.0","0.0","-0.1815","0.0","0","4689114"
"J.Dart","J.Dart","5","","-0.0998","-0.0947","-0.0729","-0.4519","0.0","0","4689114"
"J.Dart","J.Dart","6","","-0.1759","-0.0761","-0.19314","0.2792","0.0","0","4689114"
"J.Dart","J.Dart","7","","0.1457","0.3216","0.13197","0.2204","0.0","0","4689114"
"J.Dobbs","J.Dobbs","4","","-0.0254","0.0","0.0","-0.8546","0.0","0","3044720"
"J.Dobbs","J.Dobbs","7","","-0.2722","-0.2468","-0.37224","1.7749","0.0","0","3044720"
"J.Fields","J.Fields","1","","0.013","0.0","0.0","0.4189","0.0","0","4362887"
"J.Fields","J.Fields","2","","0.1724","0.1594","0.1941","-0.7327","0.0","0","4362887"
"J.Fields","J.Fields","4","","-0.3118","-0.4842","-0.318","0.1934","0.0","0","4362887"
"J.Fields","J.Fields","5","","0.0986","0.4104","0.09384","0.0737","0.0","0","4362887"
"J.Fields","J.Fields","6","","-0.0071","-0.1057","0.04062","-0.797","0.0","0","4362887"
"J.Fields","J.Fields","7","","-0.3833","-0.3762","-0.34662","-0.6156","0.0","0","4362887"
"J.Flacco","J.Flacco","1","","-0.0008","0.0","0.0","-0.0392","0.0","0","11252"
"J.Flacco","J.Flacco","2","","-0.0264","-0.0256","-0.0096","-0.5689","0.0","0","11252"
"J.Flacco","J.Flacco","3","","-0.2517","-0.2253","-0.24519","-0.2292","0.0","0","11252"
"J.Flacco","J.Flacco","4","","-0.11","0.1417","-0.09411","-0.5391","0.0","0","11252"
"J.Flacco","J.Flacco","6","","-0.2232","-0.1132","-0.23193","0.1382","0.0","0","11252"
"J.Flacco","J.Flacco","7","","0.0883","0.3115","0.0693","0.3091","0.0","0","11252"
"J.Goff","J.Goff","1","","0.0014","0.0","0.0","0.032","0.0","0","3046779"
"J.Goff","J.Goff","2","","0.0484","0.047","0.02202","0.8608","0.0","0","3046779"
"J.Goff","J.Goff","3","","0.4063","0.3579","0.39063","0.5089","0.0","0","3046779"
"J.Goff","J.Goff","4","","0.2334","-0.1729","0.23415","-0.0379","0.0","0","3046779"
"J.Goff","J.Goff","5","","0.0174","-0.216","-0.00903","0.4311","0.0","0","3046779"
"J.Goff","J.Goff","6","","0.2134","0.196","0.19953","0.2238","0.0","0","3046779"
"J.Goff","J.Goff","7","","0.0919","-0.1215","0.10734","-0.2617","0.0","0","3046779"
"J.Herbert","J.Herbert","1","","0.0147","0.0","0.0","0.4748","0.0","0",""
"J.Herbert","J.Herbert","2","","0.23","0.2153","0.21897","0.3506","0.0","0",""
"J.Herbert","J.Herbert","3","","0.1627","-0.0673","0.16374","-0.0461","0.0","0",""
"J.Herbert","J.Herbert","4","","-0.0271","-0.1898","-0.01266","-0.4912","0.0","0",""
"J.Herbert","J.Herbert","5","","-0.2322","-0.2051","-0.21063","-0.3645","0.0","0",""
"J.Herbert","J.Herbert","6","","-0.1432","0.089","-0.15426","0.1779","0.0","0",""
"J.Herbert","J.Herbert","7","","0.0933","0.2365","0.08691","0.1003","0.0","0",""
"J.Hurts","J.Hurts","1","","0.0024","0.0","0.0","0.0663","0.0","0","4040715"
"J.Hurts","J.Hurts","2","","0.0316","0.0292","0.03729","-0.2025","0.0","0","4040715"
"J.Hurts","J.Hurts","3","","-0.082","-0.1136","-0.08223","-0.0057","0.0","0","4040715"
"J.Hurts","J.Hurts","4","","0.0042","0.0862","0.00528","-0.0497","0.0","0","4040715"
"J.Hurts","J.Hurts","5","","-0.0132","-0.0174","-0.01431","0.0115","0.0","0","4040715"
"J.Hurts","J.Hurts","6","","0.0083","0.0215","0.01293","-0.0832","0.0","0","4040715"
"J.Hurts","J.Hurts","7","","0.0151","0.0068","-0.02916","0.7272","0.0","0","4040715"
"J.Karty","J.Karty","3","","-0.0896","0.0","0.0","-2.9846","0.0","0",""
"J.Love","J.Love","1","","0.0142","0.0","0.0","0.4575","0.0","0","4036378"
"J.Love","J.Love","2","","0.2178","0.2036","0.21129","0.2019","0.0","0","4036378"
"J.Love","J.Love","3","","0.097","-0.1208","0.09759","-0.0314","0.0","0","4036378"
"J.Love","J.Love","4","","0.009","-0.088","-0.00615","0.4875","0.0","0","4036378"
"J.Love","J.Love","6","","0.2414","0.2324","0.22461","0.2724","0.0","0","4036378"
"J.Love","J.Love","7","","0.1416","-0.0998","0.12897","0.2021","0.0","0","4036378"
"J.McCarthy","J.McCarthy","1","","-0.0115","0.0","0.0","-0.3927","0.0","0","4433970"
"J.McCarthy","J.McCarthy","2","","-0.1865","-0.175","-0.1668","-0.6654","0.0","0","4433970"
"J.Milton","J.Milton","3","","-0.004","0.0","0.0","-0.1452","0.0","0","4429012"
"J.Waddle","J.Waddle","6","","-0.0353","0.0","0.0","-0.5924","0.0","0","4372016"
"K.Cousins","K.Cousins","3","","-0.0127","0.0","0.0","-0.4348","0.0","0","14880"
"K.Murray","K.Murray","1","","0.0017","0.0","0.0","0.0448","0.0","0","3917315"
"K.Murray","K.Murray","2","","0.0353","0.0336","0.02775","0.2361","0.0","0","3917315"
"K.Murray","K.Murray","3","","0.1127","0.0774","0.11283","-0.0172","0.0","0","3917315"
"K.Murray","K.Murray","4","","-0.0015","-0.1142","0.00018","-0.0703","0.0","0","3917315"
"K.Murray","K.Murray","5","","-0.0196","-0.0181","-0.02346","0.0582","0.0","0","3917315"
"K.Pickett","K.Pickett","7","","-0.0223","0.0","0.0","-0.3768","0.0","0","4240703"
"L.Jackson","L.Jackson","1","","0.013","0.0","0.0","0.419","0.0","0",""
"L.Jackson","L.Jackson","2","","0.2033","0.1903","0.19413","0.292","0.0","0",""
"L.Jackson","L.Jackson","3","","0.1475","-0.0558","0.13764","0.3149","0.0","0",""
"L.Jackson","L.Jackson","4","","0.1414","-0.0061","0.14787","-0.227","0.0","0",""
"M.Brosmer","M.Brosmer","3","","-0.0284","0.0","0.0","-0.9557","0.0","0","4573398"
"M.Jones","M.Jones","2","","0.0023","0.0","0.0","0.064","0.0","0",""
"M.Jones","M.Jones","3","","0.0378","0.0355","0.03627","0.0358","0.0","0",""
"M.Jones","M.Jones","5","","0.041","0.0032","0.02373","0.28","0.0","0",""
"M.Jones","M.Jones","6","","0.1269","0.0859","0.13236","-0.0984","0.0","0",""
"M.Jones","M.Jones","7","","-0.0311","-0.158","-0.03594","0.0729","0.0","0",""
"M.Mariota","M.Mariota","3","","0.0152","0.0","0.0","0.4901","0.0","0","2576980"
"M.Mariota","M.Mariota","4","","0.2261","0.2109","0.22578","-0.0015","0.0","0","2576980"
"M.Mariota","M.Mariota","7","","-0.0633","-0.2894","0.00714","-1.1726","0.0","0","2576980"
"M.Penix","M.Penix","1","","0.0071","0.0","0.0","0.2238","0.0","0",""
"M.Penix","M.Penix","2","","0.0958","0.0887","0.10734","-0.3958","0.0","0",""
"M.Penix","M.Penix","3","","-0.1836","-0.2794","-0.16818","-0.5224","0.0","0",""
"M.Penix","M.Penix","4","","-0.2037","-0.0201","-0.22449","0.6773","0.0","0",""
"M.Penix","M.Penix","6","","0.3087","0.5124","0.30903","-0.0123","0.0","0",""
"M.Penix","M.Penix","7","","-0.0075","-0.3162","0.00234","-0.1684","0.0","0",""
"M.Rudolph","M.Rudolph","2","","-0.0013","0.0","0.0","-0.0562","0.0","0","3116407"
"M.Stafford","M.Stafford","1","","0.0023","0.0","0.0","0.0618","0.0","0","12483"
"M.Stafford","M.Stafford","2","","0.0444","0.0421","0.03528","0.2876","0.0","0","12483"
"M.Stafford","M.Stafford","3","","0.134","0.0896","0.13575","-0.0729","0.0","0","12483"
"M.Stafford","M.Stafford","4","","-0.0144","-0.1484","-0.0246","0.3249","0.0","0","12483"
"M.Stafford","M.Stafford","5","","0.1716","0.186","0.15228","0.314","0.0","0","12483"
"M.Stafford","M.Stafford","6","","0.15","-0.0216","0.14745","0.0343","0.0","0","12483"
"M.Stafford","M.Stafford","7","","0.0396","-0.1104","0.02307","0.2661","0.0","0","12483"
"M.Trubisky","M.Trubisky","2","","0.0384","0.0","0.0","1.2599","0.0","0","3039707"
"P.Mahomes","P.Mahomes","1","","0.0029","0.0","0.0","0.0821","0.0","0","3139477"
"P.Mahomes","P.Mahomes","2","","0.0377","0.0348","0.04434","-0.2308","0.0","0","3139477"
"P.Mahomes","P.Mahomes","3","","-0.088","-0.1257","-0.0948","0.211","0.0","0","3139477"
"P.Mahomes","P.Mahomes","4","","0.1149","0.2029","0.10167","0.426","0.0","0","3139477"
"P.Mahomes","P.Mahomes","5","","0.2016","0.0867","0.19728","0.065","0.0","0","3139477"
"P.Mahomes","P.Mahomes","6","","0.0656","-0.136","0.03672","0.4719","0.0","0","3139477"
"P.Mahomes","P.Mahomes","7","","0.2505","0.1849","0.21768","0.5372","0.0","0","3139477"
"Q.Ewers","Q.Ewers","7","","-0.0179","0.0","0.0","-0.304","0.0","0","4889929"
"R.Wilson","R.Wilson","1","","-0.0084","0.0","0.0","-0.2921","0.0","0",""
"R.Wilson","R.Wilson","2","","-0.11","-0.1016","-0.1221","0.388","0.0","0",""
"R.Wilson","R.Wilson","3","","0.1676","0.2776","0.18039","-0.4358","0.0","0",""
"R.Wilson","R.Wilson","4","","-0.2183","-0.3859","-0.186","-1.0843","0.0","0",""
"R.Wilson","R.Wilson","6","","-0.5744","-0.3561","-0.47439","-1.7682","0.0","0",""
"S.Darnold","S.Darnold","1","","-0.0123","0.0","0.0","-0.4216","0.0","0","3912547"
"S.Darnold","S.Darnold","2","","-0.1768","-0.1645","-0.17967","0.0815","0.0","0","3912547"
"S.Darnold","S.Darnold","3","","0.0729","0.2497","0.04407","0.9426","0.0","0","3912547"
"S.Darnold","S.Darnold","4","","0.4377","0.3648","0.42699","0.3421","0.0","0","3912547"
"S.Darnold","S.Darnold","5","","0.2019","-0.2358","0.15996","0.6886","0.0","0","3912547"
