espnId,player,position,team,currentPrice
4361027,Thomas Yassmin,TE,Los Angeles Chargers,100.0
3045523,Kendrick Bourne,WR,San Francisco 49ers,100.0
4040612,Luke Farrell,TE,San Francisco 49ers,100.0
4372561,Isaac Guerendo,RB,San Francisco 49ers,100.0
4685397,Jordan James,RB,San Francisco 49ers,100.0
3886598,Jauan Jennings,WR,San Francisco 49ers,100.0
4241464,Mac Jones,QB,San Francisco 49ers,100.0
3040151,George Kittle,TE,San Francisco 49ers,100.0
4361182,Adrian Martinez,QB,San Francisco 49ers,100.0
3117251,Christian McCaffrey,RB,San Francisco 49ers,100.0
4430191,Skyy Moore,WR,San Francisco 49ers,100.0
4428209,Ricky Pearsall,WR,San Francisco 49ers,100.0
4361741,Brock Purdy,QB,San Francisco 49ers,100.0
3043116,Demarcus Robinson,WR,San Francisco 49ers,100.0
4241474,Brian Robinson Jr.,RB,San Francisco 49ers,100.0
4259147,Jake Tonges,TE,San Francisco 49ers,100.0
4431466,Jordan Watkins,WR,San Francisco 49ers,100.0
4360438,Brandon Aiyuk,WR,San Francisco 49ers,100.0
4575665,Jacob Cowing,WR,San Francisco 49ers,100.0
4430431,Kurtis Rourke,QB,San Francisco 49ers,100.0
3040569,Trent Taylor,WR,San Francisco 49ers,100.0
4039358,Patrick Taylor Jr.,RB,San Francisco 49ers,100.0
4887918,Junior Bergen,WR,San Francisco 49ers,100.0
3115378,Russell Gage Jr.,WR,San Francisco 49ers,100.0
4430104,Sincere McCormick,RB,San Francisco 49ers,100.0
3115928,Malik Turner,WR,San Francisco 49ers,100.0
4360290,Brayden Willis,TE,San Francisco 49ers,100.0
4678006,Elijah Arroyo,TE,Seattle Seahawks,100.0
4576297,AJ Barner,TE,Seattle Seahawks,100.0
4360405,Jake Bobo,WR,Seattle Seahawks,100.0
4426385,Zach Charbonnet,RB,Seattle Seahawks,100.0
3912547,Sam Darnold,QB,Seattle Seahawks,100.0
4429835,George Holani,RB,Seattle Seahawks,100.0
4597703,Tory Horton,WR,Seattle Seahawks,100.0
4569547,Nick Kallerup,TE,Seattle Seahawks,100.0
2977187,Cooper Kupp,WR,Seattle Seahawks,100.0
3924327,Drew Lock,QB,Seattle Seahawks,100.0
4432734,Jalen Milroe,QB,Seattle Seahawks,100.0
2975863,Eric Saubert,TE,Seattle Seahawks,100.0
4430878,Jaxon Smith-Njigba,WR,Seattle Seahawks,100.0
4567048,Kenneth Walker III,RB,Seattle Seahawks,100.0
4401805,Dareke Young,WR,Seattle Seahawks,100.0
4427391,Kenny McIntosh,RB,Seattle Seahawks,100.0
4429313,Tyrone Broden,WR,Seattle Seahawks,100.0
4565172,Courtney Jackson,WR,Seattle Seahawks,100.0
4035693,Velus Jones Jr.,RB,Seattle Seahawks,100.0
4241983,Cody White,WR,Seattle Seahawks,100.0
4431479,Ricky White III,WR,Seattle Seahawks,100.0
4428943,Jacardia Wright,RB,Seattle Seahawks,100.0
16728,Teddy Bridgewater,QB,Tampa Bay Buccaneers,100.0
4361112,Devin Culp,TE,Tampa Bay Buccaneers,100.0
4372505,Payne Durham,TE,Tampa Bay Buccaneers,100.0
4567750,Emeka Egbuka,WR,Tampa Bay Buccaneers,100.0
3116165,Chris Godwin Jr.,WR,Tampa Bay Buccaneers,100.0
4596448,Bucky Irving,RB,Tampa Bay Buccaneers,100.0
5097554,Kameron Johnson,WR,Tampa Bay Buccaneers,100.0
4608810,Tez Johnson,WR,Tampa Bay Buccaneers,100.0
3052587,Baker Mayfield,QB,Tampa Bay Buccaneers,100.0
4369466,Ryan Miller,WR,Tampa Bay Buccaneers,100.0
4243331,Cade Otton,TE,Tampa Bay Buccaneers,100.0
2976592,Sterling Shepard,WR,Tampa Bay Buccaneers,100.0
4430871,Sean Tucker,RB,Tampa Bay Buccaneers,100.0
4697815,Rachaad White,RB,Tampa Bay Buccaneers,100.0
4568024,Josh Williams,RB,Tampa Bay Buccaneers,100.0
16737,Mike Evans,WR,Tampa Bay Buccaneers,100.0
4034779,Ko Kieft,TE,Tampa Bay Buccaneers,100.0
4430834,Jalen McMillan,WR,Tampa Bay Buccaneers,100.0
4581750,Jaden Smith,WR,Tampa Bay Buccaneers,100.0
4426444,Connor Bazelak,QB,Tampa Bay Buccaneers,100.0
4429847,Garrett Greene,WR,Tampa Bay Buccaneers,100.0
4572786,Dennis Houston,WR,Tampa Bay Buccaneers,100.0
4035198,Brandon Johnson,WR,Tampa Bay Buccaneers,100.0
4248052,Tanner Taula,TE,Tampa Bay Buccaneers,100.0
4569156,Michael Wiley,RB,Tampa Bay Buccaneers,100.0
4249616,Owen Wright,RB,Tampa Bay Buccaneers,100.0
4048228,John Bates,TE,Washington Commanders,100.0
4575131,Jacory Croskey-Merritt,RB,Washington Commanders,100.0
4426348,Jayden Daniels,QB,Washington Commanders,100.0
15835,Zach Ertz,TE,Washington Commanders,100.0
11394,Josh Johnson,QB,Washington Commanders,100.0
4602667,Jaylin Lane,WR,Washington Commanders,100.0
2576980,Marcus Mariota,QB,Washington Commanders,100.0
4426948,Luke McCaffrey,WR,Washington Commanders,100.0
3121422,Terry McLaurin,WR,Washington Commanders,100.0
3127586,Jeremy McNichols,RB,Washington Commanders,100.0
2576581,Chris Moore,WR,Washington Commanders,100.0
4362619,Chris Rodriguez Jr.,RB,Washington Commanders,100.0
3126486,Deebo Samuel,WR,Washington Commanders,100.0
4690923,Ben Sinnott,TE,Washington Commanders,100.0
4361088,Colson Yankoff,TE,Washington Commanders,100.0
3121409,Noah Brown,WR,Washington Commanders,100.0
3068267,Austin Ekeler,RB,Washington Commanders,100.0
3916564,Tyree Jackson,TE,Washington Commanders,100.0
4431506,Ja'Corey Brooks,WR,Washington Commanders,100.0
4567156,Treylon Burks,WR,Washington Commanders,100.0
3917849,Lawrence Cager,WR,Washington Commanders,100.0
2574808,Robbie Chosen,WR,Washington Commanders,100.0
3119195,Chase Edmonds,RB,Washington Commanders,100.0
4431536,Donovan Edwards,RB,Washington Commanders,100.0
4361994,Sam Hartman,QB,Washington Commanders,100.0
5083297,Jacoby Jones,WR,Washington Commanders,100.0
4695883,Jalen Coker,WR,Carolina Panthers,100.0
4240631,DeeJay Dallas,RB,Carolina Panthers,100.0
14012,Andy Dalton,QB,Carolina Panthers,100.0
4038815,Rico Dowdle,RB,Carolina Panthers,100.0
4685350,Trevor Etienne,RB,Carolina Panthers,100.0
4683243,Mitchell Evans,TE,Carolina Panthers,100.0
4708486,Jimmy Horn Jr.,WR,Carolina Panthers,100.0
4241416,Chuba Hubbard,RB,Carolina Panthers,100.0
4430034,Xavier Legette,WR,Carolina Panthers,100.0
4685472,Tetairoa McMillan,WR,Carolina Panthers,100.0
4361988,James Mitchell,TE,Carolina Panthers,100.0
3135321,Hunter Renfrow,WR,Carolina Panthers,100.0
4431588,Ja'Tavion Sanders,TE,Carolina Panthers,100.0
4360763,Brycen Tremayne,WR,Carolina Panthers,100.0
4372780,Tommy Tremble,TE,Carolina Panthers,100.0
3051381,Mike White,QB,Carolina Panthers,100.0
4685720,Bryce Young,QB,Carolina Panthers,100.0
4678008,Jonathon Brooks,RB,Carolina Panthers,100.0
4212909,David Moore,WR,Carolina Panthers,100.0
3929637,Dan Chisena,WR,Carolina Panthers,100.0
4240858,Hendon Hooker,QB,Carolina Panthers,100.0
5082648,Bryce Pierre,TE,Carolina Panthers,100.0
4876995,Ja'seem Reed,WR,Carolina Panthers,100.0
4428532,Ainias Smith,WR,Carolina Panthers,100.0
4709392,Anthony Tyus III,RB,Carolina Panthers,100.0
4911851,LeQuint Allen Jr.,RB,Jacksonville Jaguars,100.0
4361577,Dyami Brown,WR,Jacksonville Jaguars,100.0
4239996,Travis Etienne Jr.,RB,Jacksonville Jaguars,100.0
4685415,Travis Hunter,WR,Jacksonville Jaguars,100.0
4360310,Trevor Lawrence,QB,Jacksonville Jaguars,100.0
4239944,Hunter Long,TE,Jacksonville Jaguars,100.0
4244049,Quintin Morris,TE,Jacksonville Jaguars,100.0
3059989,Nick Mullens,QB,Jacksonville Jaguars,100.0
3052096,Johnny Mundt,TE,Jacksonville Jaguars,100.0
3134353,Tim Patrick,WR,Jacksonville Jaguars,100.0
4391845,Cody Schrader,RB,Jacksonville Jaguars,100.0
4432773,Brian Thomas Jr.,WR,Jacksonville Jaguars,100.0
4882093,Bhayshul Tuten,RB,Jacksonville Jaguars,100.0
4432620,Parker Washington,WR,Jacksonville Jaguars,100.0
4426893,Joshua Cephus,WR,Jacksonville Jaguars,100.0
4430539,Brenton Strange,TE,Jacksonville Jaguars,100.0
3128452,Jordan Akins,TE,Jacksonville Jaguars,100.0
4362260,Carter Bradley,QB,Jacksonville Jaguars,100.0
4573243,Chandler Brayboy,WR,Jacksonville Jaguars,100.0
4429811,Patrick Herbert,TE,Jacksonville Jaguars,100.0
4379769,Qadir Ismail,TE,Jacksonville Jaguars,100.0
4690972,Ja'Quinden Jackson,RB,Jacksonville Jaguars,100.0
4245131,Tim Jones,WR,Jacksonville Jaguars,100.0
4244856,Austin Trammell,WR,Jacksonville Jaguars,100.0
