playerId,week,price,score,expectation_gap,momentum,price_change_pct
3117256,12,91.91,3.6,-0.808,-0.067905,-0.2
2971573,12,80.0,1.2,-0.4,-0.07,-0.2
3930086,12,58.19,6.2,-0.081481,-0.07047,-0.077077
4242433,12,112.23,6.6,0.064516,0.28983,0.154642
4372414,12,80.0,1.0,-0.791667,-0.07,-0.2
4586312,12,60.98,3.0,-0.597315,-0.200021,-0.2
4258173,12,119.96,13.4,-0.587269,0.199984,-0.2
4243537,12,97.12,5.6,-0.481481,0.720055,-0.000867
4432758,12,97.2,0.4,0.0,-0.07,-0.028
4379399,12,72.05,41.4,0.08094,-0.077865,0.017418
3128720,12,36.78,3.8,-0.595745,-0.199965,-0.2
3918298,12,99.66,68.2,-0.409524,0.20002,-0.165706
4573699,12,80.0,6.8,-0.306122,-0.07,-0.2
4039505,12,97.2,1.2,0.0,-0.07,-0.028
3895856,12,61.44,28.4,4.532468,-0.2,0.2
4426496,12,97.2,0.8,0.0,-0.07,-0.028
11122,12,92.09,0.8,0.5,-0.372335,0.151066
3915411,12,116.77,12.8,-0.079137,0.200021,0.032526
4686422,12,66.71,1.8,-0.896552,0.167535,-0.2
4877706,12,128.78,26.0,0.524927,0.164497,0.2
4242546,12,156.14,69.8,-0.155645,0.130764,-0.041082
4429059,12,49.0,14.6,-0.215054,-0.199974,-0.2
4373678,12,78.94,29.2,0.678161,-0.199951,0.2
4034948,12,97.2,0.4,0.0,-0.07,-0.028
4373626,12,104.86,10.6,0.12766,-0.07,0.048596
3929645,12,80.0,14.4,-0.406593,-0.07,-0.2
3871102,12,120.0,18.4,6.076923,-0.07,0.2
3127306,12,97.2,3.6,0.0,-0.07,-0.028
4430807,12,109.07,23.0,0.197917,-0.07,0.09075
3843945,12,80.0,0.4,-0.857143,-0.07,-0.2
4682652,12,120.0,17.0,2.109756,-0.07,0.2
4360689,12,103.22,70.2,0.100313,-0.07,0.032188
4573697,12,120.0,9.4,22.5,-0.07,0.2
4035020,12,97.2,7.2,0.0,-0.07,-0.028
4360248,12,80.0,7.8,-0.496774,-0.07,-0.2
4363551,12,97.2,6.0,0.0,-0.07,-0.028
4361370,12,93.11,22.8,-0.06812,-0.07,-0.068872
3043234,12,97.2,1.2,0.0,-0.07,-0.028
4569559,12,120.0,11.4,1.533333,-0.07,0.2
3054850,12,80.0,4.6,-0.663415,-0.07,-0.2
4401823,12,97.2,0.4,0.0,-0.07,-0.028
4034862,12,120.0,2.2,4.5,-0.07,0.2
14880,12,120.0,76.4,0.611814,-0.07,0.2
4259619,12,120.0,1.2,2.0,-0.07,0.2
3059839,12,97.2,0.4,0.0,-0.07,-0.028
2468609,12,94.7,4.6,-0.041667,-0.07,-0.053
4040655,12,120.0,30.4,6.238095,-0.07,0.2
4808839,12,134.64,13.2,6.333333,0.621575,0.2
5081397,12,81.66,31.6,5.32,-0.149375,0.2
4685702,12,82.75,35.8,1.871658,-0.2,0.2
4432762,12,116.64,62.8,2.305263,0.788408,0.2
4372019,12,51.2,-0.6,-1.9,-0.2,-0.2
15864,12,144.23,89.4,0.480132,0.19998,0.2
4241463,12,85.63,9.4,-0.373333,-0.108,-0.2
4258620,12,104.83,0.4,-0.5,0.2,-0.2
4034962,12,97.2,0.4,0.0,-0.07,-0.028
2576414,12,172.8,6.4,0.6,0.2,0.2
4428718,12,80.26,10.8,-0.406593,0.2,-0.163956
5083076,12,51.2,12.8,-0.272727,-0.2,-0.2
4432665,12,138.04,17.0,0.172414,0.2,0.183448
4890973,12,115.2,41.2,0.990338,-0.2,0.2
2987743,12,97.2,0.4,0.0,-0.07,-0.028
4429086,12,62.66,3.6,-0.428571,-0.020875,-0.2
3051909,12,103.68,0.8,0.0,0.2,0.08
4613104,12,70.44,1.2,-0.780488,-0.199982,-0.2
3040471,12,97.2,0.4,0.0,-0.07,-0.028
4369863,12,93.31,2.6,-0.707865,0.2,-0.2
4432775,12,120.0,4.0,1.0,-0.07,0.2
4045305,12,116.64,10.4,1.166667,0.671007,0.2
2577327,12,167.87,16.0,0.441441,0.16575,0.2
3149687,12,94.94,6.0,0.5,-0.283154,0.186738
4036378,12,53.51,39.2,-0.516049,-0.130734,-0.2
4361432,12,81.35,6.6,-0.526882,-0.06809,-0.2
4036133,12,53.46,7.0,-0.285714,-0.034716,-0.185315
4242512,12,77.76,2.4,-0.869565,0.746493,-0.2
4433970,12,81.63,27.4,-0.636605,-0.125171,-0.2
4428850,12,151.19,8.8,0.142857,0.11375,0.131214
3042519,12,128.26,14.2,-0.29,0.072015,-0.145194
4262921,12,34.8,13.6,-0.3382,-0.184477,-0.2
4379401,12,116.64,3.0,0.764706,0.731099,0.2
4887558,12,83.32,53.0,3.223108,0.199965,0.2
4360569,12,51.49,8.4,-0.147208,0.199908,-0.008362
4429205,12,53.04,0.4,-0.977077,-0.078527,-0.2
4360086,12,77.76,1.0,-0.930556,0.78005,-0.2
16339,12,104.7,1.2,0.125,-0.07,0.047
16460,12,96.69,0.4,-0.857143,0.007167,-0.2
4382466,12,41.47,0.4,-0.969231,-0.2,-0.2
3921690,12,96.0,1.6,7.0,0.243229,0.2
4248528,12,86.24,14.6,-0.311321,0.199975,-0.106802
4567104,12,67.51,0.8,0.142857,-0.199976,0.005724
3932335,12,97.2,0.4,0.0,-0.07,-0.028
4428085,12,73.73,2.6,-0.452632,-0.2,-0.2
4569173,12,80.0,3.2,-0.709091,-0.07,-0.2
4036131,12,64.0,2.6,-0.818605,-0.263451,-0.2
2991662,12,72.23,9.2,-0.480226,0.070929,-0.2
3116164,12,97.2,11.0,0.0,-0.07,-0.028
4429022,12,80.0,4.6,-0.710692,-0.07,-0.2
4360234,12,71.34,0.8,0.0,-0.330401,-0.13216
4613202,12,61.44,4.4,-0.565789,-0.2,-0.2
3046439,12,119.92,43.0,2.706897,0.035544,0.2
4432710,12,145.02,19.0,-0.512195,0.199987,-0.2
3050481,12,83.08,2.6,-0.606061,0.485999,-0.169237
4427095,12,37.74,11.0,-0.31677,-0.200068,-0.2
4257188,12,97.2,0.4,0.0,-0.07,-0.028
4368003,12,87.79,17.6,0.32,-0.236586,0.097366
3886812,12,97.2,3.2,0.0,-0.07,-0.028
3043275,12,120.0,10.6,1.208333,-0.07,0.2
4239993,12,66.3,10.6,-0.711957,-0.742864,-0.2
4431452,12,250.34,90.4,-0.06948,-0.104374,-0.083438
3127310,12,97.2,0.8,0.0,-0.07,-0.028
11252,12,64.0,65.2,-0.415771,-0.571307,-0.2
4362238,12,72.94,28.4,-0.239286,-0.500549,-0.2
4429299,12,144.0,1.4,1.333333,0.327492,0.2
2976212,12,139.5,6.0,-0.758551,0.199986,-0.2
4690070,12,120.0,22.2,2.363636,-0.07,0.2
4569923,12,144.0,1.6,0.714286,0.781229,0.2
3116365,12,128.17,3.8,-0.834423,0.199985,-0.2
4241424,12,64.0,0.4,-0.666667,0.156203,-0.2
4427366,12,70.22,27.0,-0.355096,-0.199964,-0.2
4429105,12,80.0,1.6,-0.6,-0.07,-0.2
4696882,12,97.2,6.8,0.0,-0.07,-0.028
4039413,12,97.2,0.4,0.0,-0.07,-0.028
15795,12,110.59,4.6,0.333333,0.2,0.2
3128390,12,120.0,3.4,0.545455,-0.07,0.2
4808766,12,51.2,7.4,-0.39011,-0.2,-0.2
10621,12,80.0,0.4,-0.6,-0.07,-0.2
4596334,12,117.31,4.6,-0.425,0.200017,-0.174993
4597500,12,144.0,12.0,3.864865,0.680108,0.2
4361050,12,79.01,3.6,-0.506849,-0.2,-0.2
4567096,12,116.56,31.4,1.552846,-0.00072,0.2
3043078,12,128.89,45.6,0.466238,0.148156,0.2
14163,12,97.2,72.6,0.0,-0.07,-0.028
3125107,12,101.82,2.8,0.076923,-0.07,0.018154
4429615,12,137.55,18.2,-0.059432,0.068995,-0.008061
3916387,12,54.56,42.4,-0.430618,-0.2,-0.2
4697745,12,89.02,1.2,-0.181818,-0.119917,-0.157058
4695404,12,51.2,1.4,-0.866242,-0.2,-0.2
4040715,12,76.8,119.6,0.600357,-0.2,0.2
4241389,12,119.74,21.0,-0.190231,0.727322,0.17679
3953687,12,96.0,0.8,0.5,-0.034876,0.2
4426354,12,144.0,49.6,0.586354,0.809455,0.2
4372096,12,80.0,0.4,-0.927273,-0.07,-0.2
3050478,12,78.91,0.4,-0.5,0.2,-0.2
4242355,12,126.14,16.6,0.414773,0.703576,0.2
2577417,12,144.0,126.6,0.457406,0.381798,0.2
3917657,12,97.2,0.4,0.0,-0.07,-0.028
4715355,12,97.2,3.0,0.0,-0.07,-0.028
4241478,12,84.15,24.6,0.268041,-0.200041,0.080808
4241394,12,97.2,0.4,0.0,-0.07,-0.028
3929630,12,52.93,20.8,-0.414634,-0.2,-0.2
5083754,12,96.0,0.4,-0.964912,0.546778,-0.2
4361579,12,71.96,22.2,-0.102426,-0.09774,-0.100551
3052357,12,97.2,0.4,0.0,-0.07,-0.028
4361409,12,52.71,0.4,-0.963636,-0.176375,-0.2
3121023,12,51.2,5.6,-0.692308,-0.2,-0.2
4383396,12,118.01,2.2,-0.6,0.858598,-0.016561
4429013,12,51.2,1.6,-0.834483,-0.2,-0.2
4427278,12,97.2,1.4,0.0,-0.07,-0.028
3676833,12,96.0,11.6,3.461538,0.120072,0.2
4240603,12,144.0,4.8,1.769231,0.129385,0.2
4047646,12,76.8,42.4,2.925926,-0.2,0.2
4360967,12,96.0,14.8,6.047619,-0.229198,0.2
4241374,12,120.0,2.4,5.0,-0.07,0.2
4259545,12,51.2,6.6,-0.725762,-0.2,-0.2
3052897,12,105.42,1.6,-0.5,0.961535,0.084614
4430947,12,97.2,0.4,0.0,-0.07,-0.028
3116407,12,116.64,61.2,0.366071,0.787049,0.2
4685278,12,172.8,15.4,1.119266,0.2,0.2
4035656,12,120.0,5.0,0.470588,-0.07,0.2
4569987,12,83.66,26.8,0.258216,-0.200021,0.074921
4361411,12,55.88,19.4,0.920792,-0.199966,0.2
4608686,12,120.84,22.8,0.034014,-0.096402,-0.018153
4431492,12,98.26,0.8,-0.94702,-0.199974,-0.2
4258595,12,138.24,1.4,-0.776596,0.2,-0.2
3134690,12,97.2,0.4,0.0,-0.07,-0.028
4047650,12,59.82,25.2,0.720137,-0.046298,0.2
