playerId,week,price,score,expectation_gap,momentum,price_change_pct
4595342,8,107.5,32.6,0.613861,0.2,0.2
4573398,8,120.0,4.2,22.0,-0.07,0.2
4036133,8,70.82,7.2,-0.4375,-0.466254,-0.2
4257364,8,64.0,6.4,-0.421687,-0.078111,-0.2
4362081,8,94.14,1.6,1.0,-0.19998,0.2
3042519,8,97.2,8.4,0.0,-0.07,-0.028
4262921,8,66.61,22.0,-0.243119,-0.599414,-0.2
4362452,8,97.2,6.0,0.0,-0.07,-0.028
4360569,8,67.61,2.0,-0.912536,-0.513435,-0.2
4612826,8,229.18,37.2,0.593148,0.145101,0.2
3916430,8,97.2,-0.4,0.0,-0.07,-0.028
4429205,8,112.42,21.2,-0.272311,0.382575,-0.010357
4686612,8,172.8,16.4,2.153846,0.2,0.2
2573079,8,76.42,53.2,-0.428367,-0.093632,-0.2
4430968,8,111.97,39.8,1.030612,-0.200017,0.2
4433959,8,97.2,2.2,0.0,-0.07,-0.028
4038941,8,169.24,107.4,0.097038,0.199984,0.138216
16460,8,96.0,0.8,-0.771429,0.241783,-0.2
4382466,8,67.5,0.4,-0.967213,-0.733497,-0.2
15818,8,111.91,12.4,-0.424594,0.199982,-0.174763
4567104,8,122.3,0.8,-0.25,0.422941,0.019176
14012,8,121.44,45.2,1.173077,0.003153,0.2
4635008,8,80.0,8.8,-0.336683,-0.07,-0.2
3930086,8,80.0,3.8,-0.508621,-0.07,-0.2
4429501,8,80.0,3.6,-0.443299,-0.07,-0.2
4372414,8,120.0,4.8,5.0,-0.07,0.2
4685472,8,227.26,26.6,0.288136,-0.199985,0.092888
4431588,8,96.0,6.2,6.75,0.005747,0.2
3039707,8,97.2,6.0,0.0,-0.07,-0.028
4685350,8,80.0,3.2,-0.421687,-0.07,-0.2
4379399,8,120.0,69.6,1.957507,-0.07,0.2
4568263,8,145.74,0.8,0.0,0.013351,0.00534
3918298,8,89.33,81.2,-0.131241,-0.07,-0.106745
4573699,8,116.15,5.0,0.315789,-0.07,0.161474
