playerId,week,price,score,expectation_gap,momentum,price_change_pct
4569371,11,64.0,3.6,-0.538462,-0.115005,-0.2
2991662,11,90.29,16.4,-0.015015,0.199972,0.07098
4362887,11,105.13,73.8,0.65967,-0.080395,0.2
3139602,11,116.64,1.2,5.0,0.890022,0.2
4427366,11,87.78,14.4,-0.650485,-0.282936,-0.2
4613202,11,76.8,1.2,-0.878378,0.2,-0.2
3046439,11,99.93,13.0,0.192661,-0.200033,0.035583
4432710,11,181.27,62.2,1.630021,0.200032,0.2
4808766,11,64.0,9.2,-0.245902,-0.478246,-0.2
4427095,11,47.18,8.6,-0.441558,-0.200054,-0.2
3925350,11,97.2,0.4,0.0,-0.07,-0.028
4597500,11,120.0,4.8,1.88,-0.07,0.2
4567096,11,97.13,24.6,0.0,-0.001802,-0.000721
4361372,11,96.0,8.2,2.617647,-0.096792,0.2
4431452,11,273.13,83.4,-0.160966,-0.019516,-0.104386
2976212,11,174.37,29.0,0.291759,0.200017,0.2
4569923,11,120.0,1.2,0.8,-0.07,0.2
4695404,11,64.0,2.6,-0.792553,-0.481455,-0.2
4808839,11,112.2,2.0,0.25,-0.07,0.122
5081397,11,68.05,4.2,-0.16,-0.133372,-0.149349
3116365,11,160.21,29.8,0.441935,0.144633,0.2
4685702,11,68.96,12.6,-0.534483,-0.154305,-0.2
3045474,11,97.2,0.4,0.0,-0.07,-0.028
4241424,11,80.0,0.4,-0.8,-0.07,-0.2
4432762,11,97.2,19.0,0.0,-0.07,-0.028
4372019,11,64.0,0.4,-0.769231,-0.293806,-0.2
4241463,11,107.04,8.2,-0.422535,0.363833,-0.107988
4241263,11,92.16,0.4,-0.970874,-0.2,-0.2
15795,11,92.16,4.2,0.3125,0.2,0.2
4877203,11,85.2,0.4,-0.2,-0.07,-0.148
4258620,11,131.04,1.2,1.25,0.726755,0.2
4242208,11,97.2,0.4,0.0,-0.07,-0.028
4690013,11,97.2,3.8,0.0,-0.07,-0.028
3123076,11,84.37,2.6,-0.87963,-0.055018,-0.2
5083076,11,64.0,8.0,-0.568345,-0.543531,-0.2
4596334,11,142.19,12.8,1.0,-0.023327,0.2
4361050,11,98.76,5.0,-0.380165,0.016551,-0.2
3043078,11,107.41,39.2,0.380282,-0.200017,0.148162
4613104,11,88.05,3.4,-0.433333,-0.178166,-0.2
4427238,11,96.0,18.0,-0.716387,0.048702,-0.2
4429615,11,138.67,19.8,0.03125,0.125651,0.06901
3916387,11,68.2,50.6,-0.414352,-0.122942,-0.2
4369863,11,116.64,13.2,1.869565,1.106403,0.2
4697745,11,105.61,1.2,-0.25,0.075269,-0.119892
4036133,11,65.62,11.4,0.075472,-0.200047,-0.034736
4259545,11,64.0,18.4,-0.421384,-0.224612,-0.2
4433970,11,102.04,56.0,-0.341951,0.2,-0.12517
3052897,11,97.2,3.2,0.0,-0.07,-0.028
3042519,11,150.05,19.8,-0.013289,0.200017,0.072033
4262921,11,43.5,17.8,-0.174014,-0.19994,-0.184384
4685278,11,144.0,8.6,0.387097,1.07414,0.2
4608686,11,123.07,21.4,-0.150794,-0.014757,-0.096379
4360569,11,51.92,22.2,1.124402,-0.200037,0.2
4258595,11,172.8,13.0,2.979592,0.2,0.2
4429205,11,66.3,20.8,0.00241,-0.200022,-0.078563
4431299,11,61.59,11.4,-0.407792,0.200033,-0.164662
4431611,11,85.19,56.6,-0.367951,0.150142,-0.160714
4723086,11,125.21,10.8,-0.507973,-0.081945,-0.2
17427,11,88.97,2.0,0.875,-0.200043,0.2
3915416,11,73.87,5.8,-0.72315,-0.200035,-0.2
16460,11,120.86,2.4,-0.217391,0.344086,0.0072
4037457,11,97.2,-0.4,0.0,-0.07,-0.028
4382466,11,51.84,4.0,-0.723183,0.2,-0.2
3921690,11,80.0,0.2,-0.923077,-0.07,-0.2
4567104,11,67.13,0.4,-0.636364,-0.200019,-0.2
4036131,11,80.0,11.6,-0.385159,-0.07,-0.2
3116407,11,97.2,44.8,0.0,-0.07,-0.028
4360234,11,82.2,0.8,-0.25,-0.07,-0.178
17372,11,69.71,0.8,-0.111111,-0.19998,-0.146659
3050481,11,100.0,6.8,0.046154,-0.07,0.0
4569987,11,77.83,15.0,-0.43074,-0.043833,-0.2
4361411,11,46.57,4.6,-0.792793,-0.199973,-0.2
4819231,11,100.99,3.0,0.5,-0.2,0.2
4431492,11,122.82,4.6,-0.697368,0.200031,-0.2
4368003,11,80.0,6.8,-0.554585,-0.07,-0.2
4239993,11,82.88,30.2,-0.238655,-0.07,-0.171193
4047650,11,49.85,15.0,0.056338,-0.200031,-0.046209
4241961,11,97.2,0.6,-0.0,-0.07,-0.028
4430802,11,80.52,17.0,0.536145,-0.199952,0.2
4243389,11,92.16,1.8,-0.829114,-0.2,-0.2
3054212,11,57.82,0.8,-0.915789,-0.200022,-0.2
11252,11,80.0,68.8,-0.475343,-0.07,-0.2
4362238,11,91.17,31.0,-0.10058,-0.07,-0.088348
4429299,11,120.0,1.0,4.0,-0.07,0.2
4429012,11,97.2,0.4,0.0,-0.07,-0.028
4259252,11,97.2,0.4,0.0,-0.07,-0.028
4371733,11,52.25,53.4,7.090909,-0.199926,0.2
8439,11,79.31,44.0,-0.463415,-0.200032,-0.2
4362628,11,80.0,11.2,-0.718593,-0.07,-0.2
4040715,11,64.0,57.6,-0.379756,-0.797782,-0.2
4242392,11,76.8,5.2,0.5,-0.2,0.2
3050478,11,98.64,1.2,1.25,0.56382,0.2
4039160,11,97.2,2.0,0.0,-0.07,-0.028
4035538,11,68.5,8.2,-0.511905,-0.199963,-0.2
4241478,11,77.86,4.0,-0.892857,-0.645727,-0.2
4374302,11,68.98,14.0,-0.557895,-0.139249,-0.2
4429795,11,83.89,34.4,-0.343511,0.2,-0.126107
