playerId,week,price,score,expectation_gap,momentum,price_change_pct
4036335,9,116.64,2.2,0.833333,0.584575,0.2
3116365,9,116.64,33.6,3.064516,-0.217401,0.2
4372016,9,334.74,22.4,-0.186933,0.199986,-0.032165
4360939,9,144.0,18.2,2.37037,0.307318,0.2
4241263,9,144.0,19.4,2.03125,1.016129,0.2
4039413,9,97.2,0.4,0.0,-0.07,-0.028
15795,9,64.0,0.4,-0.942308,0.065678,-0.2
4038441,9,64.0,4.6,-0.197674,-0.548728,-0.2
4241479,9,361.16,68.4,-0.115708,0.199987,0.01057
4047422,9,62.58,0.4,-0.906977,-0.169973,-0.2
4243371,9,124.79,1.2,0.5,0.031954,0.2
4596334,9,121.32,4.4,-0.266667,0.427411,0.010964
4361050,9,121.44,14.8,3.826087,0.103063,0.2
3043078,9,116.94,25.0,-0.151584,0.163711,-0.025466
3929785,9,138.24,6.8,0.758621,0.2,0.2
4043016,9,80.0,0.4,-0.927273,-0.07,-0.2
4429160,9,179.9,27.6,-0.24898,-0.061768,-0.174095
4367209,9,97.2,13.8,0.0,-0.07,-0.028
3126356,9,97.2,0.4,0.0,-0.07,-0.028
4429615,9,115.24,16.8,-0.076923,0.3629,0.099006
3916387,9,97.2,105.6,0.0,-0.07,-0.028
4711533,9,71.22,2.6,-0.672956,0.200027,-0.2
4569603,9,203.48,14.6,0.242553,0.199986,0.2
4567506,9,97.2,3.4,0.0,-0.07,-0.028
2991662,9,70.26,3.4,-0.763889,0.200055,-0.2
5081394,9,97.2,0.4,0.0,-0.07,-0.028
4360423,9,116.79,102.8,0.326452,-0.07,0.167871
4427600,9,116.23,22.8,5.909091,-0.003498,0.2
4429022,9,120.08,0.4,-0.986348,0.200032,-0.2
4373626,9,67.16,1.2,-0.915094,-0.022701,-0.2
3871102,9,77.76,0.4,-0.916667,0.336805,-0.2
4613202,9,80.0,0.4,-0.333333,-0.07,-0.2
4430807,9,72.53,26.4,-0.314879,-0.200035,-0.2
3046439,9,120.63,14.2,0.262222,0.028085,0.168567
4432710,9,125.88,21.4,1.691824,0.199954,0.2
4051167,9,43.68,0.4,-0.25,-0.2,-0.2
4427095,9,73.73,37.2,1.883721,-0.2,0.2
4360248,9,84.6,12.0,-0.192825,0.048499,-0.096295
3043275,9,88.98,4.8,-0.485714,0.158646,-0.2
4431452,9,311.03,94.2,-0.022822,0.178808,0.05783
