playerId,week,price
3128429,10,310.12
4241985,10,373.36
4600981,10,146.42
15864,10,115.0
4568490,10,277.39
3929914,10,103.4
2576414,10,103.8
2985659,10,103.24
4428718,10,109.0
3686689,10,100.0
4240703,10,100.0
4426338,10,404.55
4432665,10,107.0
4890973,10,115.0
4429086,10,107.2
3051909,10,100.0
4431280,10,306.62
4603186,10,100.0
4432775,10,102.0
3051876,10,193.24
3911853,10,107.88
4362748,10,110.07
2577327,10,113.2
4427728,10,120.55
4240657,10,100.8
3059722,10,100.0
4361307,10,132.25
4037235,10,115.64
4432708,10,132.25
4429835,10,117.07
4426844,10,114.69
4567048,10,130.64
4243176,10,100.0
4569547,10,100.0
16802,10,100.8
4360761,10,127.88
4032473,10,330.01
4428512,10,100.0
4362478,10,132.25
2578570,10,132.25
2473037,10,101.2
4576297,10,115.69
3693166,10,100.0
3924327,10,100.0
4426385,10,126.5
2977187,10,115.0
4244606,10,100.0
4430878,10,132.25
4678006,10,117.07
3912547,10,132.25
4036133,10,145.8
3116365,10,144.42
2975417,10,100.6
4433970,10,132.25
3042519,10,143.36
4262921,10,173.08
4360939,10,133.63
4241263,10,139.92
15795,10,109.4
4038441,10,120.29
4360569,10,135.8
4596334,10,120.41
4361050,10,125.82
4429205,10,171.25
3043078,10,152.09
4878287,10,100.0
4433959,10,100.0
16460,10,105.2
4429615,10,152.09
3916387,10,132.25
4382466,10,132.84
4567104,10,104.47
4697745,10,102.0
3917668,10,101.2
4635008,10,131.38
3930086,10,122.17
4372016,10,346.52
4372414,10,115.08
4429501,10,100.8
4241479,10,404.55
4241476,10,107.92
3039707,10,100.8
4243371,10,104.89
4379399,10,152.09
4360488,10,100.0
3918298,10,152.09
4573699,10,126.55
3925345,10,100.0
3929785,10,121.71
4429160,10,404.55
4367209,10,121.08
3915411,10,124.29
4385690,10,133.61
4682745,10,103.4
3121427,10,107.1
4373678,10,151.56
4711533,10,152.11
4569603,10,253.59
4569371,10,101.6
5081397,10,100.6
4362887,10,115.0
4685702,10,115.0
4569618,10,101.2
4427366,10,115.0
4429105,10,102.6
4372019,10,100.6
4241463,10,115.0
4258620,10,100.8
4808766,10,102.0
10621,10,100.8
3123076,10,115.0
5083076,10,113.2
4428678,10,100.0
4567096,10,100.0
4361372,10,100.8
4613104,10,106.8
4427238,10,115.0
4369863,10,104.6
2310331,10,100.0
4695404,10,103.0
4575131,10,267.43
3126486,10,137.99
3120303,10,100.0
4567156,10,118.1
4242392,10,103.0
4430027,10,131.79
4690923,10,114.8
3127586,10,106.6
4035538,10,132.25
2973405,10,115.0
4374302,10,132.25
4429795,10,124.2
4912274,10,100.8
15835,10,282.71
4249087,10,100.0
2576980,10,115.0
3115293,10,100.6
5123663,10,103.0
4602667,10,178.99
4362619,10,152.09
4048228,10,117.14
4689936,10,102.01
3046779,10,132.25
2574808,10,105.4
4426388,10,132.25
3117256,10,162.43
4882093,10,103.2
4573319,10,100.0
2970204,10,100.0
4244856,10,108.6
4586312,10,144.87
4258173,10,132.25
4692525,10,100.0
3052096,10,105.4
4911851,10,102.0
4360310,10,115.0
4686361,10,101.2
4361577,10,100.0
3916433,10,110.6
3128444,10,100.0
3128720,10,141.77
4239996,10,115.0
3895856,10,112.42
4432620,10,115.0
4877706,10,135.98
4242546,10,132.25
4429059,10,162.13
3886598,10,170.86
4426515,10,132.25
3117251,10,201.13
4242557,10,119.14
4426553,10,126.73
4241464,10,201.13
12483,10,132.25
16002,10,114.57
16800,10,132.25
4430737,10,132.25
4241474,10,132.25
3043116,10,125.08
4710855,10,100.8
4386544,10,108.16
4596363,10,100.0
3045523,10,151.93
4570037,10,122.28
4430191,10,113.79
3040151,10,145.3
2573401,10,125.35
4429096,10,124.1
4040612,10,117.99
2991662,10,165.09
4427600,10,123.95
3139602,10,100.0
4567750,10,115.0
4697815,10,114.8
3150744,10,100.0
4613202,10,115.0
4608810,10,115.0
3046439,10,284.21
4432710,10,289.8
3052587,10,115.0
2976592,10,109.0
5097554,10,102.6
4427095,10,176.17
4243331,10,115.0
4372505,10,100.0
3043275,10,133.98
4241720,10,100.0
4431452,10,404.55
4361100,10,100.0
4430871,10,111.4
2976212,10,338.13
4876006,10,103.6
4683243,10,100.0
4362647,10,100.0
3929645,10,317.94
4685472,10,376.94
4431588,10,120.31
4241993,10,100.0
3843945,10,105.2
4685720,10,132.25
4682652,10,117.23
4360689,10,152.09
4568263,10,104.89
4361370,10,401.74
4038815,10,301.2
4569559,10,104.6
3054850,10,326.69
4259619,10,107.4
4695883,10,121.72
4430034,10,153.37
4241416,10,140.02
2468609,10,140.05
4259545,10,115.0
4429148,10,238.99
4040761,10,159.63
4685278,10,112.6
4689114,10,267.59
4424106,10,115.92
4569587,10,248.4
4361516,10,102.8
4608686,10,174.69
4258595,10,105.88
3049899,10,100.8
4431299,10,159.88
4360516,10,166.07
4431611,10,201.13
4723086,10,163.15
17427,10,102.82
4570470,10,100.0
3916945,10,142.83
3915416,10,173.4
14881,10,114.2
3917914,10,150.09
4595342,10,230.79
3915486,10,103.2
4240528,10,100.0
4362081,10,109.14
4242558,10,105.47
4429025,10,131.56
17372,10,104.89
4362452,10,115.33
4569987,10,199.73
4361411,10,156.5
4819231,10,104.02
4431492,10,146.16
4612826,10,357.27
4686612,10,143.4
4047650,10,172.16
4430802,10,116.88
4430968,10,187.21
4243389,10,134.11
3054212,10,145.0
4038941,10,404.55
4362477,10,101.4
15818,10,329.56
4371733,10,144.38
8439,10,201.13
4036378,10,201.13
4361432,10,176.08
4040715,10,115.0
4259305,10,108.4
4428850,10,112.4
3050478,10,100.0
4241478,10,115.0
4887558,10,129.64
3929630,10,115.0
4431545,10,108.4
4242975,10,100.0
4361409,10,100.0
16339,10,102.82
3121023,10,112.6
4429013,10,101.4
4047365,10,201.13
4431487,10,121.99
4248528,10,146.05
4243956,10,100.0
4259493,10,100.0
4047646,10,104.6
4428085,10,118.95
4241374,10,100.0
